,hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
3292,104659,MY FRIEND GOING TO WONDERFUL PLACES FOR SEE THEIR SO HAPPY FOR US.THAT A MOMENT IS REALLY UNFORGETTABLE EXPERIENCE IN MY LIFE.MY FRIENDS RELATION ALWAYS HAPPY FOR US.I REMEMBER THAT DAY SO HAPPY FULL FOR THE MOMENT.,vacation,no,yes,23.0,IND,m,single,n,3m,half_a_day
3293,47067,My dog graduated from training,animals|education,no,no,29,USA,m,married,n,24h,a_few_minutes
3294,57133,I woke up next to my boyfriend.,romance,yes,yes,25,USA,m,single,n,24h,all_day_im_still_feeling_it
3295,76440,When I got a bonus at work.,career,no,no,31,USA,m,single,n,3m,half_a_day
3296,56357,i installed a new operating system on one of my laptops and its working reall well.,technology,yes,no,29,UGA,m,single,n,24h,all_day_im_still_feeling_it
3297,82988,I WENT TO TEMPLE,religion,yes,no,24.0,IND,m,married,y,3m,at_least_one_hour
3298,87508,"I finished the second-to-last book of Stephen King's Dark Tower series, a series I've been reading for about a year and am excited to finish soon after having it on my reading list for a long time.",entertainment,yes,no,36,USA,f,single,n,3m,half_a_day
3299,43458,"My 15 year anniversary is coming up, and I'm planning a trip.",vacation|family,yes,no,37,USA,f,married,y,24h,half_a_day
3300,100238,Eating a turkey and cheese sandwich that I made for myself.,food,yes,no,21.0,USA,m,single,n,3m,at_least_one_hour
3301,76479,I got a promotion at work.,career,yes,yes,23,USA,m,single,n,3m,all_day_im_still_feeling_it
3302,32668,"I found out that the size of my team at work will be doubling, lessening my workload (and stress level).",entertainment,no,yes,47,USA,m,single,n,24h,at_least_one_hour
3303,35200,The news that my boss will return to office on Monday after a weeklong official assignment made me happy.,career,yes,yes,35,NGA,m,single,n,24h,all_day_im_still_feeling_it
3304,60368,"After saving, searching and researching for a few awhile, purchasing my first car made me really happy.",shopping,yes,no,33,USA,f,married,y,3m,all_day_im_still_feeling_it
3305,93342,What made me happy recently was seeing my dads reaction to his birthday present.,family,no,yes,23.0,USA,f,single,n,3m,all_day_im_still_feeling_it
3306,72119,I got a great meal at Wendy's.,food,yes,no,29.0,USA,f,married,y,3m,at_least_one_hour
3307,99428,My mom called me yesterday and told me she was going to come for a visit soon.,family,no,yes,49.0,USA,f,married,y,3m,half_a_day
3308,121986,I was happy when I got to eat my Vietnamese sandwich,food,yes,no,28,USA,f,single,n,24h,a_few_minutes
3309,101872,I WENT TO SHOPPING,shopping,yes,no,24.0,IND,m,married,y,3m,half_a_day
3310,45097,the dodgers won on opening day by a lot.,entertainment,no,yes,24,USA,m,single,n,24h,at_least_one_hour
3311,72526,I visited with some family members from out of town that I had not seen in a long time.,family,yes,no,41,USA,f,married,y,3m,all_day_im_still_feeling_it
3312,46030,I discovered a new and inspiring Youtube show about a family living a minimalist lifestyle aboard a boat so I watched ten straight episodes of it happily.,entertainment,yes,no,35.0,USA,f,married,y,24h,half_a_day
3313,30317,Yesterday March 28th when I participated in a company competition and for the first time in 5 years I won a trip for 4 people to Miami,vacation,yes,no,38,VEN,m,married,y,24h,half_a_day
3314,34005,yesterday i went to my sister home to celebrate their birthday party.all my relatives are get in together to enjoy the party.we presented a gift also.it was interesting and enjoyable moment,party,yes,yes,31,IND,f,married,y,24h,at_least_one_hour
3315,78757,I was granted an admission in a university.,education,no,no,21.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3316,39234,I watched a very good movie at the cinema,entertainment,yes,no,61,USA,f,married,y,24h,half_a_day
3317,41911,"When I am getting to go to my office, my parents send off with cute smile and say""have a nice day and take care"".",family,no,yes,22,IND,f,single,n,24h,at_least_one_hour
3318,115658,I ate a cookie and ice cream sandwich from the local ice cream store.,food,yes,no,19,USA,m,single,n,24h,a_few_minutes
3319,40061,I brushed my dog who has long hair.,animals,yes,no,51.0,USA,f,married,y,24h,at_least_one_hour
3320,107649,When my basketball team won a game in the series for which most experts thought they would lose.,entertainment,yes,yes,36,USA,m,divorced,n,3m,half_a_day
3321,114738,I liked eating the pasta my mom made.,food|family,yes,yes,21,USA,m,single,n,24h,a_few_minutes
3322,58586,I went on an overnight trip to Pittsburgh and stayed in a hotel.,vacation,yes,no,31,USA,f,married,n,3m,all_day_im_still_feeling_it
3323,127350,"THE HAPPIEST MOVEMENT IS CHARGE TO PERSON TO PERSON AND TIME TO TIME , AS FOR AS REGARDING MY HAPPIEST MOVEMENT IS CONCERNED WHEN I COMPLETED MY HIGH SCHOOL , IT IS DEFINITELY AN UNFORGETTABLE MOVEMENT FOR ME ALL MY FAMILY MEMBERS WAS WAITING MY RESULT , IT WAS JUST MOMENTUM MOVEMENT.",education,yes,yes,25.0,IND,m,single,n,24h,a_few_minutes
3324,110528,My husband took me out for a date night to celebrate last night.,romance,no,yes,27.0,USA,f,married,y,24h,all_day_im_still_feeling_it
3325,73790,I WENT TO TEMPLE,religion,yes,no,28,IND,m,married,n,3m,at_least_one_hour
3326,126072,I was able to celebrate with my coworkers at lunch over my CPA certification,food|party|career,yes,yes,30,USA,m,married,n,24h,half_a_day
3327,111393,I watched a new episode of one of my favorite tv shows.,entertainment,yes,no,48,USA,m,married,n,24h,at_least_one_hour
3328,83243,"After weeks of being unable to keep much food down, an ill family member was able to eat enough food.",food|family,no,yes,54.0,USA,f,divorced,n,3m,all_day_im_still_feeling_it
3329,63124,"i got job after 4 years, now i am getting good pay",career,yes,no,35,IND,m,married,y,3m,half_a_day
3330,52662,I was given a free bottle of tea by my coworker.,career,no,yes,32.0,USA,f,single,n,24h,a_few_minutes
3331,94907,I received a promotion at a job I love.,career,no,no,30.0,USA,f,single,n,3m,all_day_im_still_feeling_it
3332,63082,Today I made my mom smile,family,yes,yes,19,IND,m,single,n,3m,at_least_one_hour
3333,92538,We had a softball game between co-workers that lasted four hours.,entertainment,no,yes,40,USA,m,single,n,3m,half_a_day
3334,78127,ate a great steak,food,yes,no,38.0,USA,m,married,n,3m,a_few_minutes
3335,29392,"This morning I completed a piece of embroidery I have been working on, and I am quite pleased with it.",career,yes,no,36.0,USA,f,single,n,24h,half_a_day
3336,113022,I opened a can of Cherry Pepsi and took a nice refreshing drink.,food,yes,no,19,USA,f,single,n,24h,a_few_minutes
3337,31709,I was happy when I got a raise at work.,career,no,no,28,USA,m,married,y,24h,half_a_day
3338,71113,My daughter's prom night because I was able to reflect upon how grown up she has become.,family,no,yes,41.0,USA,f,married,y,3m,all_day_im_still_feeling_it
3339,111513,When I got home my wife had already made dinner,food|family,no,yes,29.0,USA,m,married,y,24h,at_least_one_hour
3340,36573,I WENT TO TEMPLE,religion,yes,no,28,IND,m,married,y,24h,half_a_day
3341,100223,We bought a new refrigerator,shopping,yes,yes,26,IND,m,married,n,3m,at_least_one_hour
3342,79223,I started a work out routine that has started giving me really good results!,exercise,yes,no,29.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3343,108948,I made my own burritos for the whole family and they were a big hit.,family|food,yes,no,30,USA,f,single,n,3m,at_least_one_hour
3344,72807,I made my husband laugh.,family|romance,yes,yes,31,USA,f,married,n,3m,a_few_minutes
3345,68017,I felt extremely happy once I found a local church that has a great pastor and friendly members with similar beliefs to mine.,religion,yes,yes,24.0,USA,m,single,n,3m,half_a_day
3346,50325,"I received a job offer last night around this time, which is a weird time to get a job offer, but the timing couldn't be perfect.",career,no,no,24.0,USA,m,single,n,24h,all_day_im_still_feeling_it
3347,107324,I heard my little daughter laughing.,family,yes,yes,23.0,USA,m,married,y,3m,a_few_minutes
3348,33868,Going out for dinner with  family,food|family,yes,yes,22,SGP,m,single,n,24h,at_least_one_hour
3349,108489,I WENT TO SHOPPING COMPLEX,shopping,yes,no,28,IND,f,married,n,3m,at_least_one_hour
3350,92069,I was happy when I first started to loose weight with my new plan.,exercise,yes,no,32,USA,f,married,y,3m,all_day_im_still_feeling_it
3351,101427,"We finalized plans to travel with my girlfriend and her parents to Texas in August and we'll get to explore another state we've both never been too, so we're excited.",romance|vacation,yes,yes,31.0,USA,m,married,n,3m,all_day_im_still_feeling_it
3352,44310,"I won $500 bucks on a scratch off ticket that I purchased earlier today, I am still pretty much in shock that I won such a large amount.",shopping,yes,no,25,USA,m,single,n,24h,all_day_im_still_feeling_it
3353,93731,I WANT TO COLLEGE,education,yes,no,28,IND,m,married,y,3m,at_least_one_hour
3354,113091,I decided to purchase a new video game.,entertainment|technology,yes,no,30,USA,f,married,y,24h,a_few_minutes
3355,91583,I found out I got my friend is getting a puppy.,animals,no,yes,23,GBR,m,single,n,3m,half_a_day
3356,46119,ALL FAMILY MEMBERS GOING TO PICNIC .WE ARE ALL ENJOYED.THAT IS ONE OF THE HAPPIEST MOVEMENT.,family|vacation,yes,yes,34.0,DEU,m,married,y,24h,half_a_day
3357,104118,"My my mother in law came out successfully from operation theater, I felt so happy",family,no,yes,38,IND,m,married,y,3m,all_day_im_still_feeling_it
3358,97863,I saw the new guardians of the galaxy 2 movie and it was really funny and enjoyable to watch.,entertainment,yes,no,23,USA,f,single,n,3m,half_a_day
3359,67254,I had delicious pizza from pizza hut.,food,yes,no,26.0,IND,m,single,n,3m,at_least_one_hour
3360,73592,FIXING DATED FOR MY NATIVE TEMPLE FESTIVAL,religion,yes,no,26.0,IND,m,single,n,3m,at_least_one_hour
3361,78490,I WENT TO TEMPLE,religion,yes,no,24.0,IND,m,married,y,3m,at_least_one_hour
3362,66631,I won 2 rounds of a game called quiplash.,entertainment,yes,no,20,USA,f,single,n,3m,at_least_one_hour
3363,96535,I found out that my sister is pregnant and I am going to be an aunt again.,family,no,yes,35.0,USA,f,married,y,3m,all_day_im_still_feeling_it
3364,98099,It made me happy to talk to a beautiful woman from Italy today.,conversation,yes,yes,36,USA,m,single,n,3m,at_least_one_hour
3365,49614,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,n,24h,a_few_minutes
3366,108605,Today my best friend told me that she already found a job and will be starting on june 5,career,no,yes,28.0,VEN,m,single,n,3m,half_a_day
3367,73972,"My husband, daughter, and I went to the zoo for her first field trip; she's in K4.",family,no,yes,36,USA,f,married,y,3m,all_day_im_still_feeling_it
3368,44193,I watched a new unexpected music video from a group I like.,entertainment,yes,yes,43,USA,f,single,n,24h,a_few_minutes
3369,102074,"Our youngest child, who is a college student, made straight ""A""s in all classes this semester.",education,no,yes,55,USA,f,married,y,3m,all_day_im_still_feeling_it
3370,120697,I was told that there was going to be breakfast pizza in the office tomorrow.,food,no,yes,33,USA,m,married,y,24h,a_few_minutes
3371,35074,"Yesterday, my cute baby boy (1 year age) started to speak few new words and started to caling me & explain his feelings happily while playing with toys.",family|conversation,no,yes,34,IND,f,married,y,24h,all_day_im_still_feeling_it
3372,90396,Accomplished a personal record at the gym.,exercise,yes,no,26,USA,f,single,n,3m,at_least_one_hour
3373,51277,Drank a cup of good coffee in the morning,food,yes,no,19.0,KAZ,m,single,n,24h,at_least_one_hour
3374,33220,My work colleague gave me the news that I was promoted to a higher rank.,career,yes,yes,29,USA,m,married,n,24h,all_day_im_still_feeling_it
3375,112038,My mom told me thank you for taking her father to the emergency room.,family,no,yes,44,USA,f,divorced,y,24h,at_least_one_hour
3376,68797,I got vacation to bogor,vacation,yes,no,33.0,IDN,m,divorced,n,3m,half_a_day
3377,84254,I was able to help strip the deck paint.,family|shopping,yes,no,29.0,USA,f,single,n,3m,half_a_day
3378,85056,Getting into the habit of daily mturk HITs again.,career,yes,no,29,USA,f,single,n,3m,all_day_im_still_feeling_it
3379,57075,My mother is feeling less fatigue after chemo cycle.,family,yes,yes,39,IND,m,married,y,24h,half_a_day
3380,50498,I had a very interesting conversation with a friend.,conversation,yes,yes,26,MEX,o,single,n,24h,at_least_one_hour
3381,71096,Having drinks with a friend from out of town,food,yes,yes,32,USA,m,married,y,3m,half_a_day
3382,54041,"I went out to lunch with friends, and had enough delicious leftovers for lunch tomorrow.",food,yes,yes,35,USA,f,married,n,24h,at_least_one_hour
3383,122938,"When i got to uncle house,unfortunately i saw my sister her new born baby  i love to much so i would say that is most beautiful day for my life.",family,yes,yes,23,IND,f,single,n,24h,half_a_day
3384,57181,"I completed a lot of work in a very short time, so I felt very accomplished.",exercise,yes,no,25,USA,m,single,y,24h,at_least_one_hour
3385,44353,Starting a new show on my app that I found interesting.,entertainment|technology,yes,no,37,USA,m,single,n,24h,at_least_one_hour
3386,92500,I slept for a long time after a hard day of work at office.,career,yes,no,27,IND,m,single,n,3m,all_day_im_still_feeling_it
3387,93316,When I won on a scratch off ticket and won $50.,entertainment,yes,no,33.0,USA,f,married,y,3m,half_a_day
3388,105094,Bought my girlfriend some clothes that made her very happy.,shopping,yes,yes,25,VEN,m,single,n,3m,at_least_one_hour
3389,127820,My wife kissed me.,romance,no,yes,37,USA,m,married,y,24h,a_few_minutes
3390,97857,I made smoked salmon omelettes for dinner and my roommate didn't complain about the smell.,food,yes,yes,28.0,USA,m,divorced,n,3m,at_least_one_hour
3391,124577,I played a round of golf with two old friends I had not seen in some time and had a gret time catching up,conversation|entertainment,yes,yes,44,USA,m,married,y,24h,all_day_im_still_feeling_it
3392,29444,I was able to leave work early.,career,yes,no,24,USA,f,single,n,24h,all_day_im_still_feeling_it
3393,94597,My wife told me she wanted to go back to school and i was so proud of her.,family,yes,yes,37.0,USA,m,married,y,3m,half_a_day
3394,114590,I went for a walk and had a conversation with a friend.,conversation,yes,yes,35.0,AUS,f,married,y,24h,all_day_im_still_feeling_it
3395,122763,I got a gift from a supermarket I used to shop regularly.,shopping,no,no,45.0,IND,m,married,y,24h,all_day_im_still_feeling_it
3396,38883,"I was doing a microwork transcription that was rather annoying because the audio was not clearly, and I was happy to hit the submit button and be done with with.",career,yes,no,60.0,USA,f,single,n,24h,a_few_minutes
3397,89739,My husband and I finally finished restoring the old deck at our new house.,family,yes,yes,31,USA,m,married,n,3m,all_day_im_still_feeling_it
3398,76713,I finally got the promotion at work that i have craved for 3 years.,career,no,no,50,USA,f,single,y,3m,all_day_im_still_feeling_it
3399,68733,We stared planning our wedding.,vacation,yes,yes,28,DNK,f,married,n,3m,all_day_im_still_feeling_it
3400,50433,I watching a movie show theatre in yesterday,entertainment,yes,yes,26,IND,f,married,y,24h,at_least_one_hour
3401,64941,I went metal detecting with my son and we found a nice silver ring which is very rare.,family,yes,yes,38,USA,m,married,y,3m,all_day_im_still_feeling_it
3402,108128,I visited Mackinac Island with my boyfriend.,romance|vacation,yes,yes,28,USA,f,single,n,3m,all_day_im_still_feeling_it
3403,42557,I hung up the painting my girlfriend made me.,romance,yes,yes,22,USA,m,single,n,24h,all_day_im_still_feeling_it
3404,79170,I was happy when i ate a pizza.,food,yes,no,25.0,USA,m,married,n,3m,at_least_one_hour
3405,94887,Moving into my first home with the love of my life.,family|romance,yes,yes,26.0,USA,f,single,n,3m,all_day_im_still_feeling_it
3406,120650,I WENT TO SHOPPING,shopping,yes,no,28.0,IND,m,married,y,24h,half_a_day
3407,122945,A group of kids were at the front door with my nieces and I made a joke that surprised everyone and made them laugh.,family|entertainment,yes,yes,31.0,USA,f,single,n,24h,a_few_minutes
3408,65183,I met with my school freind after 7 years.,education,yes,yes,24,IND,m,single,n,3m,half_a_day
3409,98197,MY SISTER BIRTHDAY PARTY,party|family,yes,yes,32,IND,f,married,y,3m,half_a_day
3410,32516,My husband and I celebrated the 37th anniversary of the day we met.,romance,yes,yes,57.0,USA,f,married,n,24h,all_day_im_still_feeling_it
3411,67766,My boyfriend and I went on vacation together for the first time.,vacation|romance,yes,yes,27.0,USA,f,single,y,3m,all_day_im_still_feeling_it
3412,56109,"A girl that I'm fond of texted me today, and we had an amazing conversation.",conversation|romance,yes,yes,26,USA,m,single,n,24h,all_day_im_still_feeling_it
3413,106485,going out to a dinner with family,family|food,yes,yes,22.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3414,36716,A MEDICAL BILL WHICH I SPEND FOR TREATMENT OF MY WIFE REIMBURSED TO ME AND THAT AMOUNT CREDITED IN MY BANK ACCOUNT MADE ME HAPPY.,family,no,yes,64.0,IND,m,married,y,24h,half_a_day
3415,37178,I WENT TO SHOPPING,shopping,yes,no,27,IND,f,married,n,24h,all_day_im_still_feeling_it
3416,109883,I got some extra onion rings with my french fries.,food,yes,no,29.0,USA,m,single,n,24h,a_few_minutes
3417,66211,I was able to find a job.,career,yes,no,32,USA,f,divorced,y,3m,half_a_day
3418,124511,"I got to binge-watch my favorite show on Netflix all night yesterday, and I indulged.",entertainment,yes,no,32,USA,m,single,n,24h,at_least_one_hour
3419,88813,I am very happy when my younger brother is open a new business to expand his business.,family,yes,yes,23,USA,m,married,y,3m,all_day_im_still_feeling_it
3420,42147,I won the best mother certificate in my child school,education|family,yes,yes,28,EGY,f,married,y,24h,all_day_im_still_feeling_it
3421,74569,I found out that my boyfriend and I were going to china together for a month in the summer,romance|vacation,yes,no,21.0,USA,f,single,n,3m,all_day_im_still_feeling_it
3422,37467,I watched one of the new Dave Chappelle stand-up comedy specials on Netflix.,entertainment,yes,no,26.0,USA,m,single,n,24h,at_least_one_hour
3423,43788,An event that made me happy was my apartment getting refurnished today,family,yes,no,19,USA,m,single,n,24h,half_a_day
3424,120194,"Following a long day of work, I received a long hug and pep talk from my spouse.",career,no,yes,24,USA,f,married,n,24h,half_a_day
3425,46771,MY BIRTHDAY CELEBRATION HELD ON YESTERDAY MADE ME HAPPY.BECAUSE IT WAS MY FIRST BIRTHDAY WITH MY HUSBAND.I ENJOYED AT THE CORE.,party,yes,yes,23,IND,f,single,n,24h,all_day_im_still_feeling_it
3426,91564,I found out that my sick leave hours would transfer from my old job.,career,no,no,30,USA,m,single,n,3m,all_day_im_still_feeling_it
3427,74912,Going to get a coffee at the bookstore and browsing.,shopping,yes,no,21.0,USA,m,single,n,3m,at_least_one_hour
3428,112948,I booked a trip to see family out of state.,vacation,yes,yes,50,USA,f,married,y,24h,all_day_im_still_feeling_it
3429,97633,I finished an exam much earlier than anticipated.,education,yes,no,22.0,USA,m,single,n,3m,a_few_minutes
3430,90325,I got accepted into a movie club in my local area where I am meeting new people.,entertainment,yes,yes,23,USA,m,single,n,3m,all_day_im_still_feeling_it
3431,81324,I went to the deli and ordered a drink and I talked my way into getting a free brownie.,food|conversation|shopping,yes,yes,33.0,USA,m,single,n,3m,at_least_one_hour
3432,95794,I made $50 doing mturk studies this week.,career,yes,no,57.0,USA,m,married,y,3m,half_a_day
3433,70486,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,n,3m,at_least_one_hour
3434,54179,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,n,24h,a_few_minutes
3435,98198,I was happy when I finally finished moving my Dad into his new apartment because it took a lot of effort to complete the task.,education,yes,yes,31.0,USA,m,married,y,3m,all_day_im_still_feeling_it
3436,89110,I went out to eat with my boyfriend and the pizza we ordered was delicious!,food,yes,yes,26,USA,f,single,n,3m,at_least_one_hour
3437,29492,I went for a run around the block.,exercise,yes,no,30,USA,f,single,y,24h,at_least_one_hour
3438,49249,The day with my wife,romance|family,yes,yes,31,IND,m,married,y,24h,all_day_im_still_feeling_it
3439,88402,The weather was wonderful and I was able to fully immerse myself in it for a while.,weather,yes,no,32.0,USA,m,single,n,3m,at_least_one_hour
3440,86307,I found and watched a FIVE hour behind the scenes documentary for the Hobbit: Desolation of Smaug on YouTube.,entertainment,yes,no,27,USA,m,single,n,3m,half_a_day
3441,106516,When my daughter told me she was expecting.,family,no,yes,41,USA,f,married,y,3m,all_day_im_still_feeling_it
3442,37476,my 2 year old gave me a big hug and said daddy.,family,no,yes,31,USA,m,married,y,24h,half_a_day
3443,98431,I got a Diet Coke with vanilla from Sonic.,food,yes,no,35,USA,f,married,y,3m,at_least_one_hour
3444,42339,My cat came to me when I called it.,animals|conversation,yes,no,24,USA,m,single,n,24h,a_few_minutes
3445,51322,I spent time with my children.,family,yes,yes,34.0,USA,m,married,y,24h,all_day_im_still_feeling_it
3446,51244,At lunch I was able to go to the gym and was able to up the weights on all my lifts.,exercise,yes,no,29.0,USA,m,single,y,24h,all_day_im_still_feeling_it
3447,87607,My son learned how to ride his bike.,exercise|education,no,yes,37,USA,f,married,y,3m,all_day_im_still_feeling_it
3448,94122,I finally got a new service running and deployed to users that will make their jobs much better.,career,yes,yes,29,USA,m,married,n,3m,half_a_day
3449,51798,ate a delicious chocolate,food,yes,no,38.0,USA,m,married,n,24h,a_few_minutes
3450,110036,"A couple of friends came to my house to talk, have beers and chicken nuggets.",food,yes,yes,27,GTM,f,single,n,24h,half_a_day
3451,76519,Eating my favorite childhood cereal.,food,yes,no,24,USA,m,single,n,3m,at_least_one_hour
3452,117671,I finished a big project at work today.,career,yes,no,25.0,USA,m,single,n,24h,half_a_day
3453,68474,"I gave birth to a beautiful, healthy baby girl 2 months ago which made me indescribably happy.",family,yes,yes,32.0,USA,f,single,y,3m,all_day_im_still_feeling_it
3454,60172,I purchased a new keyboard for my computer.,shopping|technology,yes,no,33.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3455,48732,I had a really delicious Vietnamese and Chinese dinner.,food,yes,no,26.0,USA,m,married,n,24h,at_least_one_hour
3456,28835,My dog finished all his food for the first time in a few days.,animals|food,no,no,36.0,USA,f,married,n,24h,a_few_moment
3457,119854,I finished an excellent crime novel last night.,entertainment,yes,no,43,USA,f,married,y,24h,at_least_one_hour
3458,77010,One of my favorite singers released a new song.,entertainment,no,yes,19.0,USA,f,single,n,3m,at_least_one_hour
3459,102351,I was waiting for my friend and someone walked by with a friendly dog who wanted to play fetch with me.,animals,yes,yes,28.0,USA,m,single,n,3m,a_few_minutes
3460,81054,"My little sister got her CDL""s which made me so proud of her.",family,no,yes,44.0,USA,f,divorced,y,3m,all_day_im_still_feeling_it
3461,43816,I enjoyed a cigarette in the rain.,weather,yes,no,32,USA,m,single,n,24h,a_few_minutes
3462,62638,I was happy when my daughter won a scholarship.,family|education,no,yes,48,USA,f,married,y,3m,all_day_im_still_feeling_it
3463,68667,Going to a driving school.,education,yes,no,24,IND,m,single,n,3m,half_a_day
3464,89912,I repayed some of my debt to the person I had taken it from earlier.,food,yes,yes,25,BGR,m,single,y,3m,at_least_one_hour
3465,51627,I got the tax return letter from the tax office.,career,yes,no,33.0,SWE,m,married,y,24h,all_day_im_still_feeling_it
3466,28922,I drank a tasty green tea latte that I made.,food,yes,no,25,USA,f,single,y,24h,a_few_moment
3467,34800,I got to job shadow a company and received free things,career,yes,no,23,USA,f,single,n,24h,half_a_day
3468,64060,I had some time to spend with my son building Legos.,family,yes,yes,35,USA,m,married,y,3m,half_a_day
3469,42600,"I saw the progress report of a coworker that I have been helping out and it looked fantastic, which made me very happy.",career,no,yes,29,USA,m,married,y,24h,half_a_day
3470,73091,"I was not feeling particularly well one day, and while lying on the couch my cat came up and cuddled with me.",animals,no,yes,35.0,USA,f,single,n,3m,at_least_one_hour
3471,80905,The day my best friend asked me to be his best man in his wedding.,party|family|romance,no,yes,35.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3472,115662,Playing my PS4 made me happy in the past 24 hours.,entertainment,yes,no,22,USA,f,single,n,24h,at_least_one_hour
3473,110677,"My favorite NBA team, the Golden State Warriors, swept the Spurs last night and are now on to the NBA Finals.",entertainment,no,yes,39.0,USA,m,single,n,24h,all_day_im_still_feeling_it
3474,113079,My mother-in-law went into the hospital voluntarily after two weeks of us begging her to go for dehydration and abdominal pain- what a relief!,family,no,yes,32,USA,f,married,y,24h,all_day_im_still_feeling_it
3475,74534,Taking vacation home to see family and friends.,vacation|family,yes,yes,28,USA,f,single,n,3m,all_day_im_still_feeling_it
3476,105268,An event that has made me happy in the past 3 months is helping out my teacher at school.,education,yes,yes,30,USA,f,married,y,3m,at_least_one_hour
3477,90482,In 2008 I felt some much excitement when I accepted into the air force,education,no,no,28,USA,m,single,n,3m,all_day_im_still_feeling_it
3478,79453,Today when I was riding my new bike in the park.,exercise,yes,no,40.0,ITA,f,single,n,3m,at_least_one_hour
3479,119466,An event that made me happy today was taking my family to the Magic Kingdom for the first time Today.,family,yes,yes,40,USA,f,married,y,24h,all_day_im_still_feeling_it
3480,56660,One of my favorite songs played on the radio.,entertainment,no,no,29,USA,m,single,n,24h,a_few_minutes
3481,99146,Took my dog out to the park he really enjoyed being outside and so  did i getting to spend time with him.,animals,yes,no,25,USA,m,single,n,3m,half_a_day
3482,108300,"Started my health journey a couple weeks ago to try and get back into shape, it's working and I'm down a couple pounds from my start, seeing my weight was a great encouragement.",exercise,yes,no,21.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3483,37973,"Yesterday, I was at the circus with my family, and I was extremely happy",family,yes,yes,31.0,USA,m,married,y,24h,all_day_im_still_feeling_it
3484,91001,I have started saving money very recently and I plan on keeping it up.,career,yes,no,32.0,USA,m,single,y,3m,all_day_im_still_feeling_it
3485,51317,I cuddled with my cat and petted her while she purred.,animals,yes,yes,30.0,USA,f,married,y,24h,a_few_minutes
3486,104032,It has been a year since I washed my car and I was very happy yesterday after washing it.,shopping,yes,no,41,USA,f,divorced,n,3m,at_least_one_hour
3487,50991,Spending the evening with a great bunch of friends and planning for an upcoming wedding.,party,yes,yes,52.0,USA,f,married,y,24h,all_day_im_still_feeling_it
3488,77190,Getting a positive response on my youtube video made me happy,entertainment,no,yes,19.0,IND,m,single,n,3m,a_few_minutes
3489,85665,I had wonderful birthday celebration with friends.,party,yes,yes,50,USA,f,single,n,3m,half_a_day
3490,82207,"I spent all day with my stepson, just the two of us, and we had a great time.",family,yes,yes,34.0,USA,f,married,y,3m,half_a_day
3491,58363,I was thrilled the day that my youngest son with autism won an art contest.,family|education,no,yes,45,USA,f,married,y,3m,all_day_im_still_feeling_it
3492,108529,My best friend got married last month.,romance,no,yes,25.0,IND,m,single,n,3m,half_a_day
3493,29283,I enjoyed the great meal and drinks on my flight.,food,yes,no,28.0,USA,m,single,n,24h,half_a_day
3494,62598,Got a new set of knives and they are really sharp .,shopping,yes,no,29,USA,f,married,y,3m,a_few_minutes
3495,81836,I bought running Nike shoes that were 50% off the past weekend that were exactly what I was looking for.,shopping,yes,no,21,USA,m,single,n,3m,a_few_minutes
3496,35733,My daughter picked a bunch of daffodils and gave them to me as a present.,family,no,yes,36,USA,f,married,y,24h,half_a_day
3497,35856,"I fixed a problem at work, migrating a computer to a different network, that had been an ongoing issue for the last week.",technology,yes,no,36,USA,m,single,n,24h,at_least_one_hour
3498,56621,"#2 Went out to dinner, no cooking/no cleaning.",food,yes,no,42,USA,m,single,n,24h,at_least_one_hour
3499,95197,Spending time with daughter coloring was nice.,family,yes,yes,36,USA,f,married,y,3m,at_least_one_hour
3500,37434,"My oldest dog peacefully passed away, kinda sad that's she's gone but at the same time happy that she passed away without pain.",animals,no,no,29,PHL,m,single,n,24h,all_day_im_still_feeling_it
3501,115922,Swim teacher told me I could advance to the next level of class,exercise,no,yes,29.0,USA,f,single,n,24h,half_a_day
3502,123872,Received a letter from my nephew left for the Army 3 weeks ago.,family,yes,yes,31,USA,m,single,n,24h,half_a_day
3503,59803,It made me happy when my boyfriend made me blueberry pancakes for my birthday.,romance|food,no,yes,23,USA,f,single,n,3m,all_day_im_still_feeling_it
3504,81861,I was recently given a large raise and I am now earning much more than I was before.,career,yes,no,32,USA,m,married,n,3m,all_day_im_still_feeling_it
3505,92346,I went to the zoo and saw my favorite animals!,animals,yes,no,34,USA,m,single,n,3m,all_day_im_still_feeling_it
3506,105018,"Meeting my idol, Mary Beard, and being able to talk to her afterwards, and get her advice!",conversation,no,yes,22,GBR,f,single,n,3m,all_day_im_still_feeling_it
3507,62360,MY SON GET FIRST RANK IN THE EXAMINATIONS.,family|education,no,yes,40.0,IND,m,married,y,3m,all_day_im_still_feeling_it
3508,92488,I was happy when I made barbecue and ate it while watching an NBA playoff game.,entertainment,yes,no,25,USA,m,single,n,3m,at_least_one_hour
