,hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
2149,31168,I went for a walk with my doggie.,animals|exercise,yes,no,25,USA,m,single,n,24h,half_a_day
2150,123688,I bought chicken breast at meijer yesterday and am thoroughly impressed with how it turned out as I typically don't like baked chicken.,food,yes,no,29,USA,m,single,n,24h,at_least_one_hour
2151,54352,My dog licked my face.,animals,yes,yes,32.0,USA,f,single,n,24h,a_few_minutes
2152,82427,"I texted my friend that I haven't seen in a while and we spoke for a bit, which was super nice.",conversation,yes,yes,26,USA,m,married,n,3m,at_least_one_hour
2153,51592,I was able to do some work.,career,yes,no,33.0,USA,f,married,y,24h,half_a_day
2154,32646,I received a compliment on a presentation I made at work.,career,no,yes,27,USA,f,married,n,24h,half_a_day
2155,106060,"Hanging out with my friends, after a long while being apart, to celebrate two of our birthdays.",party|food,yes,yes,24,USA,m,single,n,3m,half_a_day
2156,31256,"When my sister, whom I love but who could drive the Pope crazy, left after a week-and-a-half visit.",family|vacation,no,yes,48,USA,f,single,n,24h,all_day_im_still_feeling_it
2157,106146,My mom surprised me with a gift of some new pans and cookware from Amazon.,family,no,yes,28,USA,f,married,n,3m,at_least_one_hour
2158,98615,I got more responsibility at work,career,no,no,22.0,USA,m,single,n,3m,a_few_minutes
2159,84001,I booked an anniversary vacation with my husband no children tonight.,romance|family,yes,yes,33.0,USA,f,married,y,3m,all_day_im_still_feeling_it
2160,37839,I received a call from my boss to tell me that my April Fool's joke that I left for her to find got her and she got a good chuckle out of it.,conversation,no,yes,31.0,USA,m,married,n,24h,at_least_one_hour
2161,105285,"I bought a lot of souvenirs for my relatives, family and friends on my trip to thailand",vacation|family|shopping,yes,yes,31,VNM,m,single,n,3m,all_day_im_still_feeling_it
2162,61499,"I learned about ""tulpas,"" a fascinating mental phenomenon sort of like an imaginary friend.",education,yes,no,34,USA,m,married,n,3m,half_a_day
2163,30688,One moment that made me happy this past month was taking my family on an outing to drink and hit golf balls.,family|vacation,yes,yes,26,USA,f,single,n,24h,half_a_day
2164,103103,"With the move to Idaho, my family and I were able to get back together again since we had been living in different states for almost a year for financial reasons.",family,yes,yes,44,USA,m,married,y,3m,all_day_im_still_feeling_it
2165,93691,I went on a vacation to San Diego and sat on a sunny beach and escaped the rainy weather here in Portland.,vacation|weather,yes,no,27.0,USA,m,single,n,3m,half_a_day
2166,35940,I heard my daughter say 3 new words tonight.,family,no,yes,32,USA,m,married,y,24h,all_day_im_still_feeling_it
2167,53877,I got to spend the day with my husband who did not have to work.,career,yes,yes,28,USA,f,married,y,24h,half_a_day
2168,58575,"Something that made me happy recently was sitting on a blanket on the lawn of a beautiful winery with perfect warm weather, mountains in the background, wine glass in hand, watching my husband and daughter play.",weather|family,yes,yes,38,USA,f,married,y,3m,at_least_one_hour
2169,42313,"After a very busy day at work yesterday, I was very happy to get home and put my feet up.",career,yes,no,41.0,USA,f,married,y,24h,at_least_one_hour
2170,109820,I just got a paychek from work and that made me really happy.,career,no,no,33,USA,m,married,y,24h,at_least_one_hour
2171,75666,I WENT TO TEMPLE,religion,yes,no,27.0,IND,m,single,n,3m,at_least_one_hour
2172,40802,I finally booked my family's stay at hotels for my graduation.,family|vacation,yes,yes,26,USA,f,single,n,24h,half_a_day
2173,50885,Me playing video games with my friends.,entertainment,yes,yes,24.0,USA,m,single,n,24h,a_few_minutes
2174,54814,I got home from work earlier than expected.,career,no,no,40,USA,m,married,y,24h,at_least_one_hour
2175,116259,My boyfriend surprised me after work today by coming over to my place with a box of pizza and beer.,career|romance|food,no,yes,24,USA,m,single,n,24h,half_a_day
2176,47995,Purchasing a new video game and playing it in the afternoon.,entertainment,yes,no,32.0,USA,m,single,n,24h,at_least_one_hour
2177,75142,I was able to actually buy a car.,shopping,yes,no,39.0,USA,f,divorced,y,3m,all_day_im_still_feeling_it
2178,73228,i got a character i wanted in my video game,entertainment,yes,no,27.0,USA,f,single,n,3m,a_few_minutes
2179,113208,Had a great dinner made and ate it with my family.,food|family,yes,yes,36,USA,m,married,y,24h,a_few_minutes
2180,29534,I watched an episode of One Punch Man on Netflix which is a show I've been wanting to watch for a long time.,entertainment,yes,no,42.0,USA,m,single,n,24h,at_least_one_hour
2181,44361,I received a piece of mail that I had requested over a week ago.,career,yes,no,56,USA,f,divorced,y,24h,half_a_day
2182,120817,I mastered a recipe I have been working on for a month,food,yes,no,37.0,USA,f,married,y,24h,at_least_one_hour
2183,53169,I WENT TO SHOPPING,shopping,yes,no,27,IND,m,married,n,24h,half_a_day
2184,111437,Playing video games in the evening after not having enough free time to do so last week or over the weekend.,entertainment,yes,no,28,USA,m,single,n,24h,at_least_one_hour
2185,109187,I felt happy when I woke up from a bad dream and saw I was still with my boyfriend.,romance,no,yes,24,USA,f,single,n,3m,a_few_minutes
2186,101730,My mom purchased a nice dress for me when we went shopping.,shopping|family,no,yes,30,USA,f,single,n,3m,all_day_im_still_feeling_it
2187,114095,I ate a delicious dinner.,food,yes,no,32.0,USA,m,divorced,y,24h,at_least_one_hour
2188,46919,"I woke up on time to make it to work early, now I can leave work early.",career,yes,no,35,USA,m,single,n,24h,half_a_day
2189,114465,I had some of my favorite rose.,food,yes,no,25,USA,f,single,n,24h,a_few_minutes
2190,40956,I was romantically engaged with my boyfriend in a lonely place.,romance,no,yes,34,IND,f,married,y,24h,at_least_one_hour
2191,103964,My son was accepted into a prominent school.,education,no,yes,44,USA,m,married,y,3m,all_day_im_still_feeling_it
2192,52006,"Tonight we watched Rogue One as a family, and glancing over at my four children it made me so happy that we were together spending the evening as a family.",family|entertainment,yes,yes,38.0,USA,f,married,y,24h,at_least_one_hour
2193,101570,My daughter gave me a hug before I left the house for work this morning.,family,no,yes,31,USA,m,married,y,3m,a_few_minutes
2194,36231,MY DOG'S EXAM AT THE VET TURNED OUT GREAT HIS KIDNEYS ARE WORKING FINE.,animals,no,yes,48,USA,f,divorced,y,24h,all_day_im_still_feeling_it
2195,91110,I had a great personal training session this morning and feel accomplished very early in the day!,exercise,yes,no,26,USA,f,single,n,3m,at_least_one_hour
2196,50910,Finished takeout leftovers for dinner,food,yes,no,26.0,USA,m,married,n,24h,at_least_one_hour
2197,37385,Today I took a hike with my dogs through the woods by my house.,animals|exercise,yes,no,45.0,USA,f,married,y,24h,at_least_one_hour
2198,124239,I WENT TO TEMPLE,religion,yes,no,35,IND,m,married,y,24h,a_few_minutes
2199,67144,This morning I was able to create a delicious and even very nutrient dense nacho recipe for my breakfast by making some easy and practical substitutions which broke up the monotony of my usual super green smoothie I have and also felt like I was getting away with cheating on my fitness goals.,food|exercise,yes,no,34,USA,f,single,n,3m,all_day_im_still_feeling_it
2200,102935,I finally reached my healthy weight goal of 165.,exercise,yes,no,24,USA,m,single,y,3m,at_least_one_hour
2201,100442,The day off from work was rather relaxing and it was warm outside.,weather,yes,no,32.0,USA,m,single,n,3m,at_least_one_hour
2202,69018,I was interviewed for a job.,career,yes,no,26,USA,m,single,n,3m,half_a_day
2203,113758,I made bbq ribs for the family,family|food,yes,yes,43.0,USA,m,married,y,24h,at_least_one_hour
2204,28250,I made a delicious meal.,food,yes,no,39,USA,f,married,n,24h,at_least_one_hour
2205,120726,1.Travelling at nature place,vacation,yes,no,26,IND,m,married,n,24h,all_day_im_still_feeling_it
2206,28330,I enjoyed swimming in the beach near chennai.,vacation,yes,no,25.0,IND,m,married,y,24h,half_a_day
2207,118824,"Having friends over at my home for a knitting night; we talked and laughed a ton, had yummy treats, and stayed up really late!",conversation|food,yes,yes,34,USA,f,married,y,24h,at_least_one_hour
2208,128611,Listening to my favourite music in my car on the way to work made me happy.,entertainment,yes,no,27.0,USA,m,single,n,24h,a_few_minutes
2209,31524,I was happy seven days ago when I celebrated my youngest son tenth birthday and my oldest son 21 birthday.,party|family,yes,yes,41,USA,f,married,y,24h,all_day_im_still_feeling_it
2210,33623,"I was playing disc golf, which I am new to, and make a shot from about 30 feet away.",entertainment,yes,no,39,USA,m,married,y,24h,half_a_day
2211,47865,I got to the gym early and was able to get a pretty decent workout,exercise,yes,no,37.0,USA,f,single,y,24h,half_a_day
2212,72220,"I was happy to buy new, colorful area rugs for my home office.",shopping,yes,no,32,USA,f,married,n,3m,all_day_im_still_feeling_it
2213,112061,I did some yoga and it felt really good since I had been sitting all day and my body was tight and sore.,exercise,yes,no,29.0,USA,m,married,n,24h,at_least_one_hour
2214,123096,I went to my parents house,family,yes,yes,20.0,USA,m,single,n,24h,all_day_im_still_feeling_it
2215,110792,The first time I had sex omg it was the most amazing and scariest thing at the same time and I am sure all of use can agree with this one.,romance,yes,yes,35.0,USA,m,single,n,24h,all_day_im_still_feeling_it
2216,97369,When I received a big check in the mail.,family,no,no,29,USA,m,married,n,3m,all_day_im_still_feeling_it
2217,92449,Wrote a simple but touching poem and put guitar to it.,education,yes,no,49,USA,m,single,n,3m,half_a_day
2218,51667,When I went outside to go for a walk it smelled like spring flowers in the air.,weather|exercise,yes,no,23,USA,f,single,n,24h,a_few_minutes
2219,52881,I had anal sex with my girlfriend yesterday morning.,romance,yes,yes,30.0,USA,m,single,n,24h,a_few_minutes
2220,69499,"I visited my aunt who live in New York City, I stayed for several days and we went sightseeing.",family|vacation,yes,yes,37.0,USA,m,single,n,3m,half_a_day
2221,39553,My father came home today from our village after a long vacation.,vacation|family,no,yes,24,IND,m,single,n,24h,half_a_day
2222,110861,I VISITED MY MOTHER'S HOUSE,family,yes,yes,32,IND,f,married,y,24h,half_a_day
2223,61311,My daughter smiled,family,no,yes,26,USA,m,married,y,3m,all_day_im_still_feeling_it
2224,127225,I thought of a way to improve the novella I'm writing.,career|education,yes,no,45.0,USA,f,single,n,24h,a_few_minutes
2225,108286,I was able to make a new recipe for friends,food,yes,yes,31,USA,m,single,n,3m,half_a_day
2226,84289,"I saw a Great Blue heron land in my back yard, walk around for a while, then take off.",animals,no,no,61.0,USA,m,single,n,3m,at_least_one_hour
2227,82527,I made a cool song on my computer this morning,technology,yes,no,22.0,USA,m,single,n,3m,at_least_one_hour
2228,120815,I made good progress on a project I'm working on.,career,yes,no,35.0,AUS,f,married,y,24h,all_day_im_still_feeling_it
2229,104925,I brought a new puppy into my home which excited the whole family.,animals|family|shopping,yes,yes,30.0,USA,m,single,n,3m,half_a_day
2230,31102,Taking a long drive on a calm road with my family members who love me always.,family,yes,yes,22,IND,f,single,n,24h,half_a_day
2231,31182,Made a big breakfast of eggs bacon on a bagel that was very tasty.,food,yes,no,26,USA,m,married,n,24h,at_least_one_hour
2232,127962,I WENT TO TEMPLE,religion,yes,no,27.0,IND,m,single,n,24h,at_least_one_hour
2233,100332,I attended a play at the theater with my girlfriend.,romance,yes,yes,33.0,USA,m,single,n,3m,at_least_one_hour
2234,110247,I woke up and my dog was at my feet.,animals,yes,no,18.0,USA,m,single,n,24h,a_few_minutes
2235,85977,Receiving too much change at a store.,shopping,no,yes,30,USA,m,married,n,3m,a_few_minutes
2236,99093,i plan to go to restaurant for celebrate this promotion.so me and my friends also .it gives lot of goodness to my self.it is very good memory in my life.,party,yes,yes,29.0,IND,f,married,y,3m,half_a_day
2237,77689,I saved over $30 on a weekly shopping trip to the grocery store.,shopping,yes,no,30.0,USA,f,single,y,3m,at_least_one_hour
2238,108995,My YouTube channel picked up 6 subscribers in one day.,entertainment,no,yes,21,USA,m,single,n,3m,half_a_day
2239,31107,Taking a long drive on a calm road with my family members who love me always.,family,yes,yes,29,IND,f,married,n,24h,at_least_one_hour
2240,50571,"After the workout yesterday, I went out with some friends for dinner and had a great time.",food,yes,yes,29,USA,m,single,n,24h,at_least_one_hour
2241,106199,When I successfully made myself pasta last night.,food,yes,no,20,USA,m,single,n,3m,at_least_one_hour
2242,44007,My happy moment was going to my mother in laws house this morning for a delicious homemade breakfast.,food|family,yes,yes,28,USA,f,single,n,24h,at_least_one_hour
2243,39368,I completed a mission in a game on the phone.,technology|entertainment,yes,no,43,USA,f,married,y,24h,a_few_minutes
2244,54964,My neighbor brought over some fresh bread she had baked too much of and it was nice to know someone thinks about us.,food,no,yes,36,USA,f,married,y,24h,a_few_minutes
2245,97887,I had a nice steak dinner with my wife for her birthday.,food|family,yes,yes,41,USA,m,married,n,3m,all_day_im_still_feeling_it
2246,72082,Dressing up to go to a dance with my girlfriend and seeing her in the beautiful dress she got.,romance,yes,yes,20,USA,m,single,n,3m,half_a_day
2247,112768,"Finding my dog, he was missing",animals,no,no,33,USA,m,married,y,24h,all_day_im_still_feeling_it
2248,64342,I caught up on my favorite shows,entertainment,yes,no,31,USA,m,single,n,3m,all_day_im_still_feeling_it
2249,51183,I worked on some paperwork that I was behind on...it felt good to get caught up.,career,yes,no,53,USA,f,single,n,24h,all_day_im_still_feeling_it
2250,111925,"My car didn't die on me, as it's having issues, that is amazing.",shopping,no,no,36,USA,o,single,y,24h,at_least_one_hour
2251,32601,I was offered an exciting professional opportunity.,career,no,no,28,USA,m,single,n,24h,all_day_im_still_feeling_it
2252,71817,I finished learning a piano piece.,entertainment,yes,no,35.0,USA,o,married,n,3m,half_a_day
2253,75335,A customer tipped me 10 dollars just for helping him out and they were really easy to work with.,shopping,no,yes,38.0,USA,m,divorced,y,3m,all_day_im_still_feeling_it
2254,111410,I drank some soda.,food,yes,no,32,USA,m,married,y,24h,at_least_one_hour
2255,60586,"Last night I watched an episode of ""The Waltons"" with my Mom and Little sister Tessa after which I hit the hay and slept like a brick after which I woke up, went to work, got off work early, bought some good food to reset my microbiome then headed",career|food|entertainment,yes,yes,55,USA,f,divorced,y,3m,all_day_im_still_feeling_it
2256,102300,Buying tickets to the next baseball game,entertainment|shopping,yes,yes,24.0,USA,m,single,n,3m,at_least_one_hour
2257,36047,I enjoyed nice big evening meal after I got back from the walk with fresh garlic and salad.,exercise|food,yes,no,25,BGR,m,single,y,24h,at_least_one_hour
2258,66014,I bought a box of cookies at the supermarket so every day I can enjoy one cookie while drinking coffee in the morning.,shopping,yes,no,46,KOR,m,married,n,3m,half_a_day
2259,43911,I went to the movies with my girlfriend,romance,yes,yes,22.0,USA,m,single,n,24h,half_a_day
2260,79110,When i heard that i am getting promoted as an Incident Manager,career,yes,no,29.0,IND,m,married,y,3m,all_day_im_still_feeling_it
2261,95694,I took my granddaughter to the water park.,exercise,yes,yes,35,USA,m,single,y,3m,all_day_im_still_feeling_it
2262,88250,When I got a Nintendo Switch.,shopping,yes,no,27.0,USA,m,married,y,3m,all_day_im_still_feeling_it
2263,42970,I found new music that I enjoy,entertainment,yes,no,20,USA,m,single,n,24h,all_day_im_still_feeling_it
2264,56733,I found out my nephew is getting married.,family,no,yes,60,USA,m,married,y,24h,all_day_im_still_feeling_it
2265,97546,I managed to earn some money by selling old stuff.,shopping,yes,no,27.0,USA,m,single,n,3m,half_a_day
2266,91758,I was happy going to my cousin's wedding.,family|party,yes,yes,26,USA,f,single,y,3m,all_day_im_still_feeling_it
2267,88274,I saw a butterfly land on my cats nose.,animals,yes,yes,38,USA,m,single,n,3m,a_few_minutes
2268,59751,"I was happy when I got to spend a day experience new event with my boyfriend, like riding the trolley downtown and spending the evening at a hockey game.",romance|entertainment,yes,yes,24,USA,f,single,n,3m,all_day_im_still_feeling_it
2269,102182,My wife and I found a new restaurant that we really enjoyed.,romance|family,yes,yes,29,USA,m,married,n,3m,half_a_day
2270,53761,I met my friend that I haven't seen in a long time at a bar to chat and have some beers.,conversation|food,yes,yes,31,USA,m,married,y,24h,half_a_day
2271,93377,I went to the market and found all the items I want on sale,shopping,yes,no,32,USA,m,married,y,3m,all_day_im_still_feeling_it
2272,71631,I had lunch with my dad who was visiting from out of town.,food,yes,yes,40,USA,m,single,n,3m,at_least_one_hour
2273,52293,Video chatting with a friend and setting up a plan to see her.,entertainment,yes,yes,31,USA,f,single,n,24h,at_least_one_hour
2274,35767,I received an award at work.,career,yes,yes,21,USA,f,single,n,24h,at_least_one_hour
2275,41791,"I ate a nice dinner with friends, without any issues.",food,yes,yes,25,USA,m,single,n,24h,all_day_im_still_feeling_it
2276,100037,abc season end show will be good to watch,entertainment,no,no,24,USA,f,single,y,3m,all_day_im_still_feeling_it
2277,119373,I had dinner.,food,yes,no,26,USA,m,single,n,24h,a_few_minutes
2278,118945,I was very happy when I enjoyed a Chipotle dinner outside with my husband on a nice sunny day.,weather|food|romance,yes,no,24,USA,f,married,n,24h,at_least_one_hour
2279,84071,Travelling Dubai with my family,family,yes,yes,25,IND,f,married,y,3m,
2280,82247,"I had a golden retriever puppy recently, which was so cute and made me so happy.",animals,yes,yes,35.0,IND,f,married,n,3m,all_day_im_still_feeling_it
2281,74648,I had dinner with a friend I hadn't seen in a long time,food,yes,yes,21.0,PHL,f,single,n,3m,half_a_day
2282,88199,I started planning a Caribbean vacation for August.,vacation,yes,no,27,USA,m,married,n,3m,a_few_minutes
2283,98371,I found old pictures of my deceased grandmother and showed them to my mother which made her cry with happiness.,family,yes,yes,28.0,USA,m,single,n,3m,all_day_im_still_feeling_it
2284,116789,I've made $40 in 2 hours mturking so far,career,yes,no,32.0,USA,f,single,n,24h,all_day_im_still_feeling_it
2285,63002,I accepted a new job at a natural grocery store,career,yes,yes,25.0,USA,f,single,n,3m,all_day_im_still_feeling_it
2286,85032,I felt really happy last week because I got to break my diet and have a few slices of pizza...and then after eating it the next day was happy to get back to working out.,food,yes,no,28.0,USA,f,single,y,3m,half_a_day
2287,42494,I made it to church on time this morning even though I was running 10 minutes behind when I left the house.,exercise,yes,no,44.0,USA,f,divorced,y,24h,all_day_im_still_feeling_it
2288,113547,Finding a new lip serum that seems to work and smells amazing.,shopping,yes,no,24,USA,f,single,n,24h,all_day_im_still_feeling_it
2289,28301,When I was able to make an older women's day at the grocery store.,food,yes,yes,22,USA,m,single,n,24h,all_day_im_still_feeling_it
2290,108780,Mother's Day festivities at my church.,family|religion,yes,yes,37.0,USA,m,married,y,3m,half_a_day
2291,123578,I had a delicious breakfast today.,food,yes,no,29,VNM,m,single,n,24h,at_least_one_hour
2292,96183,MY SISTER BIRTHDAY PARTY,party|family,yes,yes,34,IND,m,married,y,3m,at_least_one_hour
2293,34964,My sister and her family came in to town for a visit.,family|vacation,no,yes,29,USA,f,single,n,24h,all_day_im_still_feeling_it
2294,38130,The day became so hot that it felt like summer and I could finally put a dress on.,weather,yes,no,20,LTU,f,single,n,24h,all_day_im_still_feeling_it
2295,110584,yesterday i cooked fried fish,food,yes,no,24,USA,m,single,n,24h,at_least_one_hour
2296,55271,I went out for drinks with some friends I had not seen in a while.,party,yes,yes,32.0,USA,m,single,n,24h,all_day_im_still_feeling_it
2297,27775,I came to my office at right time.,career,yes,no,22,USA,m,single,n,24h,a_few_moment
2298,95383,"I asked out on a date a woman that I have been talking to for the past month, I'm really into her and the fact that she said yes was great!",conversation|romance,yes,yes,24.0,USA,m,single,n,3m,all_day_im_still_feeling_it
2299,83985,I WENT TO SHOPPING,shopping,yes,no,28,IND,m,married,n,3m,at_least_one_hour
2300,48966,Watching a funny video a friend sent me.,entertainment,yes,yes,34.0,USA,m,single,n,24h,at_least_one_hour
2301,30263,I made cookies with my grandson.,food,yes,yes,59,USA,m,married,y,24h,half_a_day
2302,63725,I received an at home seasonal part time work position grading papers in the education field that I wanted.,career|education,yes,no,40,USA,f,single,n,3m,all_day_im_still_feeling_it
2303,60128,"i got job after 4 years, now i am getting good pay",career,yes,no,35,IND,m,married,y,3m,half_a_day
2304,127323,"I was happy that I have the entire week off from work, I can relax.",career|vacation,yes,no,23,USA,m,single,n,24h,all_day_im_still_feeling_it
2305,119032,I realized that I still had some of my favorite food in the fridge.,food,yes,no,32,USA,m,single,n,24h,a_few_minutes
2306,126589,Cycling with my family,family,yes,yes,27,USA,m,married,y,24h,a_few_minutes
2307,41003,I watched LDS General Conference today and it made me happy.,entertainment,yes,no,45,USA,m,married,y,24h,all_day_im_still_feeling_it
2308,70263,We have had 4 inches of rain over the past weekend and the basement didn't flood as usual.,weather,no,yes,41.0,USA,m,married,y,3m,all_day_im_still_feeling_it
2309,80841,I made a new friend in my favorite online video game.,entertainment,yes,yes,35.0,USA,m,single,n,3m,half_a_day
2310,53337,I WENT TO SHOPPING IN USER MY KETCHEN ITEM,shopping,yes,no,27,IND,f,single,n,24h,at_least_one_hour
2311,105556,My mother really loved the gift I got her for Mother's Day.,family,no,yes,39,USA,f,single,n,3m,half_a_day
2312,59278,I WENT TO TEMPLE,religion,yes,no,28,IND,f,married,n,3m,at_least_one_hour
2313,63178,My nephew tells his mom how proud and cool I am when I am not around.,family,no,yes,25,USA,f,single,n,3m,all_day_im_still_feeling_it
2314,116569,I booked a vacation and submitted for time off from work.,vacation,yes,no,31,USA,m,single,n,24h,half_a_day
2315,80043,I met with my dad for lunch on Sunday.,family|food,yes,yes,26,USA,f,single,y,3m,at_least_one_hour
2316,36139,My sister came to meet me with her neighbor.,family,no,yes,32,IND,f,married,y,24h,half_a_day
2317,121423,Almost tripling my goal of money made on mTurk by making $30+ today.,career,yes,no,20,USA,m,single,n,24h,all_day_im_still_feeling_it
2318,67955,I got a good review at work and it resulted in me getting a raise.,career,yes,yes,26.0,USA,m,married,n,3m,all_day_im_still_feeling_it
2319,96817,I took a great walk after lunch with some coworkers.,exercise,yes,yes,22,USA,m,married,n,3m,half_a_day
2320,124714,"Last night, we had a reunion dinner with a group of good friends; the food, drinks, and company were amazing!",food,yes,yes,35.0,USA,f,married,y,24h,all_day_im_still_feeling_it
2321,100650,My son got accepted into a local college for art.,education|family,no,yes,43,USA,m,married,y,3m,all_day_im_still_feeling_it
2322,57539,My husband is home and we can spend time together,romance,no,yes,27,USA,f,married,n,24h,all_day_im_still_feeling_it
2323,38530,i was able to relax and not think about work.,career,yes,no,24,USA,m,single,n,24h,all_day_im_still_feeling_it
2324,49051,During dinner with my boyfriend we talked about our ideal wedding and he discussed it as if it were obvious he would be marrying me some day.,romance|conversation,yes,yes,32.0,USA,f,single,n,24h,all_day_im_still_feeling_it
2325,68556,Seeing my wife again after months of seperation in February.,romance,no,yes,24.0,CAN,f,married,n,3m,all_day_im_still_feeling_it
2326,86126,I watched my daughter shake Mickey Mouse's hand,family,no,yes,33.0,USA,m,married,y,3m,half_a_day
2327,55979,Getting a maine lobster roll from a food truck that was at the soccer game it was really good!,entertainment|food,yes,no,51.0,USA,f,married,n,24h,at_least_one_hour
2328,116613,Is my sister's birthday tomorrow and I managed to found the perfect gift today.,family|shopping,yes,yes,22,VEN,m,single,y,24h,all_day_im_still_feeling_it
2329,119327,HOLIDAY VACATION WITH MY FRIENDS,vacation,yes,yes,32,IND,f,married,y,24h,half_a_day
2330,60741,"My wife, daughter and I went to Seattle for a daytrip.",family,yes,yes,35,USA,m,married,y,3m,all_day_im_still_feeling_it
2331,101687,I felt happy when I finished a really bad day of work.,career,yes,no,28.0,USA,m,single,n,3m,at_least_one_hour
2332,100296,"Injustice 2, a game I have been waiting to play for a long time, was finally released and I got to play it.",entertainment,yes,no,34.0,USA,m,single,n,3m,all_day_im_still_feeling_it
2333,62333,"I received a good bonus yesterday, for a hit that I worked last week.",career,yes,no,37,IND,m,married,y,3m,half_a_day
2334,66164,I received an award for sales performance at work.,career,yes,no,33.0,USA,m,single,n,3m,a_few_minutes
2335,115052,I finished watching a really great series on Netflix and am looking forward to the next season.,entertainment,yes,no,26,USA,f,single,y,24h,at_least_one_hour
2336,69516,I watched Doctor Strange.,entertainment,yes,no,34,USA,m,single,n,3m,at_least_one_hour
2337,44353,Starting a new show on my app that I found interesting.,entertainment|technology,yes,no,37,USA,m,single,n,24h,at_least_one_hour
2338,98383,When I bought a new car,shopping,yes,no,31.0,USA,m,single,n,3m,at_least_one_hour
2339,45170,I bought a delicious lunch of shrimp pupusas after the lecture.,food,yes,no,50.0,USA,f,single,n,24h,half_a_day
2340,43398,"Opening day for baseball was today and I listened to the Reds game for awhile on the radio, that was enjoyable.",entertainment,yes,no,40.0,USA,m,single,n,24h,at_least_one_hour
2341,79521,I went to my first Syracuse Chiefs game of the year the other day with my family.,family|entertainment,yes,yes,37.0,USA,m,married,y,3m,half_a_day
2342,46132,"I watched a good, competitive match in the NCAA basketball finals with UNC and Gonzaga.",entertainment,yes,no,43,USA,m,single,n,24h,at_least_one_hour
2343,41880,I was happy when I bought a new video game.,entertainment,yes,no,19,USA,m,single,n,24h,all_day_im_still_feeling_it
2344,94078,I was able to see my doggo after not seeing him for a couple days,animals,yes,no,28,USA,m,single,n,3m,half_a_day
2345,53461,"While looking for something to eat for lunch, I was happy when I unexpectedly found a can of my favorite ravioli.",food,yes,no,45.0,USA,f,married,y,24h,at_least_one_hour
2346,39857,"I got an email from a friend I haven't heard from in a while, and I responded to him.",conversation|career,yes,yes,40,USA,m,married,y,24h,at_least_one_hour
2347,49645,I cooked dinner last night and it tasted really awesome!,food,yes,no,29.0,USA,f,married,y,24h,at_least_one_hour
2348,94820,last month my son maked a beautiful presentation on their school.,education|family,no,yes,26,BRA,m,married,y,3m,half_a_day
2349,51871,I helped my daughter with her homework last night.,family|education,yes,yes,47,USA,m,married,y,24h,at_least_one_hour
2350,49918,My husband told me the spaghetti i made was the best he had ever had.,romance,no,yes,36.0,USA,f,married,n,24h,all_day_im_still_feeling_it
2351,59748,I got a promotion at work.,career,yes,yes,31,USA,f,single,n,3m,half_a_day
2352,127237,My husband getting a raise,romance|family|career,no,yes,26,USA,f,married,y,24h,all_day_im_still_feeling_it
2353,62253,I WENT TO SHOPPING,shopping,yes,no,26,IND,f,married,n,3m,at_least_one_hour
2354,120708,I might accept a job offer from another company that I get yesterday made me happy,career,yes,no,41.0,USA,m,married,y,24h,half_a_day
2355,58543,"One month ago I was able to finished the novel, Halo: Silentium.",entertainment,yes,no,43.0,USA,m,single,n,3m,at_least_one_hour
2356,59897,I got a college scholarship.,education,no,no,21,USA,f,single,n,3m,half_a_day
2357,106003,I had a great Mother's Day brunch at a local hotel.,family|food,yes,yes,29,USA,m,single,n,3m,at_least_one_hour
2358,70196,I lost a few pounds by not eating as much.,food,yes,no,36,USA,m,married,y,3m,half_a_day
2359,108303,I took my dog to the park to run around.,exercise,yes,no,28.0,USA,m,married,n,3m,at_least_one_hour
2360,49773,I made a cup of coffee that was perfectly sweetened to my taste.,food,yes,no,23,USA,m,single,n,24h,at_least_one_hour
2361,100136,I can remember the graduation day I got the degree certificate the smile on my parent's face made the 3 years of hell worth it.,education|family,yes,yes,23,IND,f,single,n,3m,at_least_one_hour
2362,33008,I played some dota.,entertainment,yes,no,19.0,USA,m,single,n,24h,at_least_one_hour
2363,36998,i went to orphanage and met lot of poor children then playing with them making lot of joy and happy...,family,yes,yes,22,IND,f,single,n,24h,all_day_im_still_feeling_it
2364,115429,I had a nice lunch.,food,yes,no,44,USA,m,single,n,24h,a_few_minutes
2365,47019,I ate a tasty dinner.,food,yes,no,27.0,NZL,m,single,n,24h,a_few_minutes
2366,120385,I went for a run before my shower for about 20 minutes.,exercise,yes,no,26,USA,f,single,y,24h,at_least_one_hour
2367,42720,The lift in my residence apartment which was out of order for last 3 days got repaired today,exercise,no,yes,32.0,IND,m,married,y,24h,a_few_minutes
2368,58867,"I visited my boyfriend in Chicago, IL.",romance|vacation,yes,yes,37,USA,f,single,n,3m,at_least_one_hour
2369,35722,A class was cancelled so I had more free time.,education,no,no,21.0,USA,m,single,n,24h,a_few_minutes
2370,127018,My cat snuggled up to me in the morning.,animals,no,no,27.0,USA,f,single,n,24h,at_least_one_hour
2371,29833,I learned how to cook a new cake recipe.,food,yes,no,20,USA,m,single,n,24h,half_a_day
2372,121779,The sun finally came out today after three days of rain.,weather,no,no,61,USA,f,married,n,24h,half_a_day
2373,57940,Ate a whole cheese pizza,food,yes,no,30,USA,m,single,n,24h,at_least_one_hour
2374,117652,I found out I can take a week off this summer and still have enough vacation for my plans in the fall.,vacation|career,yes,no,32,USA,m,married,y,24h,half_a_day
