,hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
3248,88672,I went to a baseball game with friends.,entertainment,yes,yes,41,USA,m,single,n,3m,half_a_day
3249,52188,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,y,24h,at_least_one_hour
3250,103128,"The local store had frozen sausage rolls at half price, I grabbed ten of them, and getting a tasty bargain made me very happy.",food|shopping,yes,no,41.0,AUS,m,single,n,3m,at_least_one_hour
3251,84419,Going shopping with my mom makes me happy.,shopping,no,yes,35.0,USA,f,married,y,3m,at_least_one_hour
3252,110388,In the past 24 hours I went for a movie which was very good n I met my old school friend in the threaten n had a good time with her,entertainment,yes,yes,35,IND,f,single,n,24h,half_a_day
3253,127730,My brother-in-law came to visit and we played golf and got drunk.,family,yes,yes,71.0,USA,f,married,y,24h,half_a_day
3254,118023,When I ran into a coworker who I hadn't seen in awhile and am fond of.,conversation,no,yes,33.0,USA,m,single,n,24h,a_few_minutes
3255,50782,I played a computer game and a rare pet dropped for me.,entertainment,yes,no,43,USA,f,married,y,24h,at_least_one_hour
3256,47579,I WENT TO SHOPPING,shopping,yes,no,27,IND,m,married,n,24h,half_a_day
3257,73670,I WENT TO COLLEGE,education,yes,no,27.0,IND,m,single,n,3m,half_a_day
3258,110797,I had a job interview that went surprisingly well.,career,yes,yes,21.0,USA,m,single,n,24h,at_least_one_hour
3259,104537,My son and his wife had my wife and me for dinner and the entree was great and we got the recipe.,family|food,no,yes,70,USA,m,married,y,3m,all_day_im_still_feeling_it
3260,91675,My father was discharged from the hospital without complications,family,no,yes,29,PHL,m,single,n,3m,all_day_im_still_feeling_it
3261,79728,I received a bowl that I made in a glass art class and was pleased at the result.,education,yes,no,54,USA,f,married,n,3m,at_least_one_hour
3262,65349,our social group conducted a awareness program about yoga and the need of exercise meditation and the program went well got a chance to perform a program in another place,exercise,yes,no,29,IND,f,married,y,3m,half_a_day
3263,51092,I went to EMDR therapy and gained profound insight into some of the things that I had been struggling with.,exercise,yes,no,35.0,USA,m,single,n,24h,all_day_im_still_feeling_it
3264,39672,Went to theater with my family,family,yes,yes,30.0,IND,f,married,y,24h,at_least_one_hour
3265,107063,I was happy when I had dinner with my extended family.,food,yes,yes,31,USA,f,married,y,3m,at_least_one_hour
3266,104372,Visited my neighbour house.,shopping,yes,yes,27,IND,m,single,n,3m,at_least_one_hour
3267,30514,My youngest son began to stand up holding on to an object.,family,no,yes,32,USA,f,married,y,24h,all_day_im_still_feeling_it
3268,40429,I had a real fun night out last night with great friends.,entertainment,yes,yes,29,USA,m,single,n,24h,half_a_day
3269,60106,MY BEST FRIEND MARRIAGE,party,no,yes,34,IND,m,married,y,3m,half_a_day
3270,50098,I watched a funny episode of Tosh.o and it entertained me.,entertainment,yes,no,41,USA,m,married,n,24h,half_a_day
3271,80684,"After my 3 year anniversary at my current job, I was given a raise.",career,no,no,26,USA,m,married,y,3m,half_a_day
3272,44172,"Yesterday i won marathon organised by my office, very happy.",exercise,yes,yes,30,IND,m,single,n,24h,half_a_day
3273,41971,our whole family went to cinema theater  to enjoyed lot and watched cinema,family|entertainment,yes,yes,31,IND,f,married,y,24h,half_a_day
3274,124436,My husband told me he got a lot of wonderful recognition at his work yesterday.,romance,no,yes,57.0,USA,f,married,n,24h,all_day_im_still_feeling_it
3275,68473,I WENT TO TEMPLE,religion,yes,no,27,IND,f,single,n,3m,at_least_one_hour
3276,71743,We went to see the Pittsburgh Pirates play the Yankees and it was such a great game.,entertainment,yes,yes,34,USA,m,married,y,3m,half_a_day
3277,30252,I had a lovely time cooking a new meal with my partner.,food,yes,yes,33,USA,m,single,n,24h,at_least_one_hour
3278,66752,I had a large school project approved.,education,no,yes,28,USA,f,single,n,3m,half_a_day
3279,73453,I bought a hard to find vinyl record for my brother that I've been searching for a long time and I felt very happy and lucky to find it.,shopping|family,yes,yes,39,USA,m,single,n,3m,at_least_one_hour
3280,82151,MY LOVER BIRTHDAY,party,no,yes,21.0,IND,f,single,n,3m,at_least_one_hour
3281,64443,Making money on surveys and hanging with friends,conversation,yes,yes,44,USA,f,married,y,3m,half_a_day
3282,82014,I went for a walk in the park today so that made me happy.,exercise,yes,no,33.0,USA,f,single,n,3m,at_least_one_hour
3283,103337,It made me very happy to spend a video game with my brother.,entertainment|family,yes,yes,20,VEN,m,single,n,3m,half_a_day
3284,116317,"I got to have some pizza, which is my favorite food.",food,yes,no,35,USA,m,married,y,24h,a_few_minutes
3285,32881,I won in the card game i was playing.,entertainment,yes,yes,31.0,PER,m,single,n,24h,a_few_moment
3286,84884,Sharing some roasted corn with my coworker at lunch.,food|career,yes,yes,34,USA,m,single,n,3m,at_least_one_hour
3287,66231,I got a good grade on my school project today,education,yes,no,20,USA,f,single,n,3m,at_least_one_hour
3288,49169,I received an item for free and was able to sell it quickly and easily on the internet.,shopping|technology,yes,no,31.0,USA,f,single,n,24h,at_least_one_hour
3289,63390,"My husband and I were chatting about something, nothing in particular, when he said he loved me.",conversation|romance|family,yes,yes,52,USA,f,married,n,3m,a_few_minutes
3290,67908,I finally had a chance to bring my dog to a new dog beach where she played the entire day with other dogs.,animals,yes,no,25.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3291,109455,Did highest sales in my office got incentives of $700.,career,yes,no,24,IND,m,single,n,24h,half_a_day
3292,95818,"My, son surprised me, by coming home from college on Mother's Day.",family,no,yes,54.0,USA,f,married,y,3m,all_day_im_still_feeling_it
3293,42566,My sister got me a second-hand drum set that was posted for free on a community listserv page.,family,no,yes,29.0,USA,f,married,n,24h,all_day_im_still_feeling_it
3294,117556,I was happy that my favorite basketball team won a playoff game,entertainment,no,yes,31,USA,m,married,y,24h,a_few_minutes
3295,45445,I made some progress in an app I'm building.,technology,yes,no,29,USA,m,married,n,24h,at_least_one_hour
3296,46180,I made it to work on time.,career,yes,no,27,USA,f,single,n,24h,half_a_day
3297,115402,I purchased a computer mouse that is more technologically advanced than my previous mouse.,technology|shopping,yes,no,30,USA,m,single,n,24h,a_few_minutes
3298,105270,My husband and I went to go see guardians of the galaxy 2 and it was so awesome!,romance,yes,yes,30,USA,f,married,n,3m,all_day_im_still_feeling_it
3299,102004,My nephew called for advice about a problem at work and I was able to help him quite a bit.,conversation|career,no,yes,61,USA,f,married,n,3m,half_a_day
3300,120900,"I made a really good turkey burger last night, it was juicy and delicious.",food,yes,no,39.0,USA,m,married,y,24h,a_few_minutes
3301,73287,"I decided I would get pizza tonight, and found a really good deal.",food,yes,yes,23.0,USA,f,single,n,3m,at_least_one_hour
3302,41974,"I recently got accepted into graduate school, and it was a school that I was hoping to get into.",education,no,no,22.0,USA,m,single,n,24h,all_day_im_still_feeling_it
3303,59037,Going out to dinner with my with my spouse.,food|family,yes,yes,30,USA,f,married,y,3m,at_least_one_hour
3304,78157,I hit 100 subscribers on my YouTube channel.,entertainment,no,yes,21,USA,m,single,n,3m,half_a_day
3305,108303,I took my dog to the park to run around.,exercise,yes,no,28.0,USA,m,married,n,3m,at_least_one_hour
3306,51237,I brought up a great idea for a particular item to sell at the stores to my boss who sent it up the chain to be ordered for hundreds of stores.,shopping,yes,yes,42.0,USA,m,married,y,24h,half_a_day
3307,119151,"Tried to mix tuna, velveeta shells mac and cheese, and ritz crackers and it turned out very well.",food,yes,no,25,USA,m,single,y,24h,a_few_minutes
3308,123204,I purchased a new car for my family,shopping|family,yes,yes,28,USA,m,married,y,24h,half_a_day
3309,118522,During the afternoon I made a small sale on some of my homemade goods and this was the first sale since starting up my store.,shopping,yes,no,23,USA,f,single,n,24h,at_least_one_hour
3310,113744,When my husband thanked me for making breakfast and kissed me goodbye before he headed off to work.,romance|family,no,yes,33,USA,f,married,n,24h,a_few_minutes
3311,122728,My wife made a good dinner.,family,no,yes,26,USA,m,married,y,24h,at_least_one_hour
3312,107966,I helped my grandpa fix a door and he was thankful,family,yes,yes,36,USA,m,single,n,3m,all_day_im_still_feeling_it
3313,65047,I saved up enough money to buy a newer car then the one I have had for a long time.,shopping,yes,no,26,USA,f,single,y,3m,all_day_im_still_feeling_it
3314,106191,Found out that there is a new shopping mall area being developed near where I live,shopping,no,no,30,USA,m,single,n,3m,all_day_im_still_feeling_it
3315,39287,I just learned that the new season of Doctor Who is premiering in mid April instead of August!,entertainment,yes,no,31,USA,f,single,n,24h,at_least_one_hour
3316,35856,"I fixed a problem at work, migrating a computer to a different network, that had been an ongoing issue for the last week.",technology,yes,no,36,USA,m,single,n,24h,at_least_one_hour
3317,117315,I went to one of my favorite restaurants that I only get to go to once a year.,food,yes,no,26,USA,m,single,n,24h,all_day_im_still_feeling_it
3318,55029,My happy moment that happened to me was that I was able to buy groceries with my own money that I earned.,shopping|food,yes,no,23,USA,m,single,n,24h,half_a_day
3319,106264,"A few weeks ago, I went to the flee market and found the exact items I was looking in a very short amount of time and at an affordable cost.",shopping,yes,no,21,USA,m,single,n,3m,half_a_day
3320,73666,I was happy when i got to leave early at work,career,yes,no,25,USA,m,single,n,3m,at_least_one_hour
3321,30895,I booked by ticket to go to Iceland with my best friend for June.,vacation,yes,yes,26,USA,f,single,n,24h,all_day_im_still_feeling_it
3322,57344,I got to have time alone with  my husband without the kids around.,family|romance,yes,yes,35.0,USA,f,married,y,24h,at_least_one_hour
3323,102053,when i share a heart felt moment of joy and laughter with my family and friends.,family,yes,yes,21,IND,f,single,n,3m,a_few_minutes
3324,121126,I had a delicious dinner waiting for me when I got home.,food|family,no,no,37,USA,m,married,y,24h,a_few_minutes
3325,106024,My got recognition for my work in office.,career,no,yes,39,IND,m,married,y,3m,half_a_day
3326,55698,"I talked a friend in to watching my favorite tv show, Wentworth.",entertainment,yes,yes,32,USA,m,single,n,24h,at_least_one_hour
3327,111010,I bought a pinball machine.,shopping,yes,no,35,USA,m,single,y,24h,half_a_day
3328,31922,I was happy when I found out my job is expanding.,career,no,no,25,USA,f,married,n,24h,at_least_one_hour
3329,70487,I watched a physics lecture by Lawrence Krauss.,entertainment,yes,yes,48,USA,m,single,y,3m,at_least_one_hour
3330,35226,I ordered Chinese food last night as a treat for myself.,food,yes,no,32,USA,m,single,n,24h,at_least_one_hour
3331,82715,"Past Monday I've built my first Gundam plastic model, I was so excited for how much fun I had and how cool the model looks that I couldn't sleep for two days!",weather,yes,no,26.0,ITA,m,single,n,3m,all_day_im_still_feeling_it
3332,32701,I had a relaxing day of shopping with my mother-in-law for the first time in a long time.,shopping|family,yes,yes,51,USA,f,married,n,24h,half_a_day
3333,30917,I was told I did an amazing job at work and was highly valued.,career,yes,no,39,USA,f,divorced,n,24h,half_a_day
3334,62126,"I was discouraged, feeling alone and troubled and I heard my friend's voice on the phone; I was filled with joy just hearing his voice.",conversation,no,yes,55,USA,f,single,n,3m,at_least_one_hour
3335,57959,I havent seen my dog all day and got home and got to see him and he was so excited to see me.,family|animals,yes,no,22,USA,f,single,n,24h,all_day_im_still_feeling_it
3336,94907,I received a promotion at a job I love.,career,no,no,30.0,USA,f,single,n,3m,all_day_im_still_feeling_it
3337,119210,I cooked a nice steak dinner that turned out perfectly.,food|family,yes,no,27.0,USA,m,single,n,24h,at_least_one_hour
3338,38333,I had time to explore a national park.,exercise,yes,no,56,USA,f,single,n,24h,half_a_day
3339,34855,I took a long relaxing hot shower after having run a bunch of errands all morning.,exercise,yes,no,21,USA,o,single,n,24h,at_least_one_hour
3340,41696,I had a really good workout this morning.,exercise,yes,no,25.0,USA,f,single,n,24h,half_a_day
3341,44876,I got $4 bonus from a Mturk requester.,career,yes,no,33.0,IND,m,married,y,24h,a_few_minutes
3342,73176,I finished a task I had been working on all day.,career,yes,no,38.0,USA,f,married,y,3m,all_day_im_still_feeling_it
3343,104386,my mother stitched a dress for me for the first time,family,no,yes,31.0,IND,f,married,y,3m,half_a_day
3344,97812,A new season of one of my favorite shows was released on Netflix.,entertainment,no,no,36,USA,f,single,n,3m,all_day_im_still_feeling_it
3345,74964,"Finding out I was pregnant in March, after trying for several months made both my partner and I very happy.",family,no,yes,29.0,USA,f,single,y,3m,all_day_im_still_feeling_it
3346,109602,I WENT TO TEMPLE,religion,yes,no,28.0,IND,m,married,y,24h,a_few_minutes
3347,33474,I had sex with my partner.,romance,yes,yes,35,USA,f,divorced,n,24h,at_least_one_hour
3348,74532,"Yesterday, my boyfriend and I went to a beautiful secluded beach and explored.",vacation|romance,yes,yes,27,USA,f,single,n,3m,all_day_im_still_feeling_it
3349,118795,One thing that made me happy was beating a level on diablo with my roommate last night.,entertainment|technology,yes,yes,32,USA,m,single,n,24h,a_few_minutes
3350,33635,my son adopted a kitten.,family|animals,no,yes,44,THA,m,married,y,24h,all_day_im_still_feeling_it
3351,28570,I ate a delicious dinner with my husband.,family|food,yes,yes,35.0,USA,f,married,n,24h,at_least_one_hour
3352,106027,"The whole family and I took our four dogs out for a walk, it was a good experience and fun for all.",animals,yes,yes,31,USA,m,divorced,n,3m,half_a_day
3353,93585,I achieved my exercise goal for the week.,exercise,yes,no,24,USA,f,single,n,3m,a_few_minutes
3354,96730,The special coffee I ordered came in yesterday and I had my first pot this morning.,family,yes,no,45,USA,f,married,n,3m,half_a_day
3355,61351,I bought a Nintendo Switch,shopping,yes,no,23.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3356,120547,Went to mcdonalds for lunch with a friend,food,yes,yes,27,USA,m,single,n,24h,a_few_minutes
3357,80007,i met a new girlfriend in my life last month,romance,yes,yes,30,IND,m,single,y,3m,all_day_im_still_feeling_it
3358,99428,My mom called me yesterday and told me she was going to come for a visit soon.,family,no,yes,49.0,USA,f,married,y,3m,half_a_day
3359,28858,A friend made dinner for me.,food,no,yes,30,USA,f,single,n,24h,at_least_one_hour
3360,27994,I received a call letter from the University for my job,career,no,no,45,IND,f,married,y,24h,at_least_one_hour
3361,85106,MY BOY FRIEND LOVE FEELING,romance,no,yes,32,IND,f,married,y,3m,all_day_im_still_feeling_it
3362,55562,I had a good game night with my friends last night.,entertainment,yes,yes,41.0,USA,m,married,y,24h,at_least_one_hour
3363,61729,An event that made me happy was witnessing a veteran co worker being promoted.,career,no,yes,38,USA,f,divorced,y,3m,half_a_day
3364,53655,Today I went to my church and there is election I am elected President of WMC.,religion,yes,yes,31,IND,f,married,y,24h,a_few_minutes
3365,106337,I love watch Soccer games in my house with my Family,family|entertainment,yes,yes,22,USA,m,single,y,3m,half_a_day
3366,67617,I celebrated my birthday with family and friends at a small informal dinner.,party|family,yes,yes,58,USA,f,divorced,y,3m,half_a_day
3367,66180,My boyfriend got me some bath bombs I'd been looking at at a store in the mall.,romance|shopping,no,yes,27,USA,f,single,n,3m,half_a_day
3368,31510,Taking my dog to her puppy class last Wednesday made me very happy.,animals|education,yes,no,26,USA,f,married,n,24h,at_least_one_hour
3369,115450,I played Grand Theft Auto V for a few hours.,entertainment,yes,no,34,USA,m,single,n,24h,half_a_day
3370,63409,it was my son's birthday and he was very happy!,family,no,yes,30,BHS,f,married,y,3m,all_day_im_still_feeling_it
3371,84820,In the past week my puppy has become better at being house-trained.,animals,no,no,27.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3372,63093,MY CHILDREN BIRTHDAY,party,no,yes,33,IND,m,married,y,3m,at_least_one_hour
3373,60594,Going to a family and friends with my family at church I  enjoying being with my four sister at the event,family,yes,yes,65,,f,,y,3m,all_day_im_still_feeling_it
3374,54849,I got a decent amount of work done in my garden,career,yes,no,37.0,USA,f,single,n,24h,all_day_im_still_feeling_it
3375,79918,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,n,3m,a_few_minutes
3376,40135,My father started moving his fingers.,family,no,yes,39.0,ETH,f,married,y,24h,at_least_one_hour
3377,100740,I was happy to find out today that tomorrow they are making my cubicle the way I want it at work,career,yes,no,34,USA,f,single,n,3m,a_few_minutes
3378,112653,I WENT TO TEMPLE,religion,yes,no,28.0,IND,m,married,y,24h,half_a_day
3379,122573,I WANT TO COLLEGE,education,yes,no,28,IND,m,married,y,24h,at_least_one_hour
3380,83937,I went to Trader Joe's and picked out a lot of good food items (some of them brand new and sounded really good).,food,yes,no,26.0,USA,m,single,n,3m,at_least_one_hour
3381,53216,The wife of one of my buddies from work just had a baby girl.,family,no,yes,39.0,USA,m,single,n,24h,half_a_day
3382,98572,I had a really good dinner tonight.,food,yes,no,36,USA,f,single,n,3m,at_least_one_hour
3383,101869,I found a pair of pants that were on sale and fit me very well.,shopping,yes,no,22.0,USA,m,single,n,3m,half_a_day
3384,100626,"My wife had several biopsies to test for cancer, and they all came back negative.",family,no,yes,34,USA,m,married,y,3m,all_day_im_still_feeling_it
3385,51871,I helped my daughter with her homework last night.,family|education,yes,yes,47,USA,m,married,y,24h,at_least_one_hour
3386,115365,I lost 1 lb since my last weigh in.,exercise,yes,no,30,USA,o,married,y,24h,at_least_one_hour
3387,67477,"I got Master in league of legends and it was the first time I did so, this made me extremely happy as it opened a lot of doors for me online and it also was a goal that came to fruition after a lot of work.",entertainment,yes,no,25.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3388,116724,Throwing an end of the year party today for my students made me happy.,party,yes,yes,35,USA,m,single,n,24h,all_day_im_still_feeling_it
3389,96385,there are birds nesting in the bird nest I built!,animals,no,no,50,USA,f,single,n,3m,at_least_one_hour
3390,97700,"After a brutal 14-hour long day of factory work, my fiance was waiting at home for me with my favorite dinner prepared, my favorite movie ready to go on the television and a giant marijuana cigarette; needless to say it was one of the cheeriest and relaxing nights I have ever had, granted it had been years since smoking marijuana.",food,yes,yes,23,USA,m,single,n,3m,half_a_day
3391,49754,I completed a large audit perfectly at work when I don't usually do that work.,career,yes,no,53,USA,f,married,y,24h,half_a_day
3392,64719,"My brother had another baby with his wife, so now I have 2 nieces!",family,no,yes,25.0,USA,m,married,n,3m,all_day_im_still_feeling_it
3393,96856,"Lastly, something that made me happy was when I found the strength from within to finish my workday despite being severely ill.",career,yes,no,26,USA,m,single,n,3m,half_a_day
3394,119206,I got a computer desk.,technology,yes,no,26,USA,m,married,y,24h,all_day_im_still_feeling_it
3395,75835,I bought a new car,shopping,yes,no,66,USA,m,married,y,3m,all_day_im_still_feeling_it
3396,87050,I made a 97 on one of my tests in Solid Mechanics class.,education,yes,yes,25.0,USA,m,single,n,3m,half_a_day
3397,54243,Something that made me happy tonight was walking my dog around my neighborhood.,animals,yes,yes,22,USA,f,single,n,24h,at_least_one_hour
3398,108237,I was offered a promotion at the company I work which will take my girlfriend and I from VA to TX.,career,no,yes,26,USA,m,single,n,3m,half_a_day
3399,38349,Went to grab a new pair of shoes.,shopping,yes,no,25,USA,m,single,n,24h,half_a_day
3400,57351,I ate a cupcake.,food,yes,no,28,USA,m,single,n,24h,a_few_minutes
3401,33993,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,y,24h,a_few_minutes
3402,44088,I got 18 out 20 on my Philosophy paper!,career,yes,no,21,USA,f,single,n,24h,at_least_one_hour
3403,99127,my lover gave me a gift and it was so exciting he told me to come to our meeting place and then he gave me the gift Monday and it was so nice and it was my favorite he loves me so much,romance,no,yes,30,IND,f,married,y,3m,a_few_minutes
3404,92816,I watched a movie,entertainment,yes,no,26,USA,m,single,n,3m,at_least_one_hour
3405,110283,Ate some hershey chocolate after dinner.,food,yes,no,29,USA,m,single,n,24h,a_few_minutes
3406,35020,My family got a new puppy.,animals,yes,yes,24,USA,m,single,n,24h,all_day_im_still_feeling_it
3407,123707,Made fried rice without burning anything,food,yes,no,21.0,CAN,m,single,n,24h,a_few_minutes
3408,73994,My grandmother thanking us for coming to her 85th birthday party,party|family,no,yes,37,USA,f,married,n,3m,at_least_one_hour
3409,103884,My 9 month old daughter got her first and second tooth without any fussiness or fever.,family,no,yes,32.0,USA,m,married,y,3m,all_day_im_still_feeling_it
3410,43301,I went to the movies with my friend today to see the movie Life.,entertainment,yes,yes,32.0,USA,f,single,n,24h,half_a_day
3411,34982,I WENT TO SHOPPING,shopping,yes,no,27,IND,m,married,n,24h,half_a_day
3412,48653,I left work a half hour early.,career,yes,no,37,USA,m,single,n,24h,at_least_one_hour
3413,113204,I am selected to church choir to sing songs.,religion,no,no,31,IND,f,married,y,24h,at_least_one_hour
3414,62738,I got to spend the weekend alone with my girlfriend.,romance,yes,yes,23.0,USA,m,single,n,3m,half_a_day
3415,44970,I watched an episode of The Walking Dead.,entertainment,yes,no,62.0,USA,m,divorced,y,24h,at_least_one_hour
3416,48741,I along with my friends and family went out for dinner to our favourite restaurant.,food,yes,yes,33.0,SWE,m,married,y,24h,all_day_im_still_feeling_it
3417,123115,My son got all A's on his report card.,family|education,no,yes,39,USA,m,married,y,24h,half_a_day
3418,62814,My friend bought me a cheap 500 dollar car when mine got repoed.,conversation|shopping,no,yes,32.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3419,44413,"I went to the club last night with my friends and had a great time there, so I was happy.",party,yes,yes,27,IND,m,single,n,24h,half_a_day
3420,35978,I WENT TO SHOPPING,shopping,yes,no,27,IND,f,single,n,24h,half_a_day
3421,29211,My dog behaved when confronted by another dog on our daily walk.,animals,no,yes,98,USA,f,widowed,y,24h,a_few_moment
3422,112608,Having a nice dinner at my brothers house and seeing my little nephew.,food,yes,yes,28.0,USA,m,single,n,24h,at_least_one_hour
3423,48925,I walked 2 miles on the treadmill.,exercise,yes,no,37.0,USA,f,married,y,24h,half_a_day
3424,120894,Skating is an additional event I did that made me happy in the past 24 hours.,family,yes,no,19,USA,m,single,n,24h,a_few_minutes
3425,110529,I went to the coffee shop and bought over two kilos of arabica.,shopping|food,yes,no,44,THA,m,married,y,24h,half_a_day
3426,90537,I helped a friend move and his parents were really appreciative and made me dinner.,food|family,yes,yes,31.0,USA,m,single,n,3m,at_least_one_hour
3427,116256,Purchased mobile case for my new mobile.,shopping|technology,yes,no,27,IND,m,single,n,24h,a_few_minutes
3428,124361,i made the football team for my church,religion,yes,yes,29,USA,m,single,n,24h,all_day_im_still_feeling_it
3429,74179,"I spent an entire day with my best friend shopping and just hanging out, it was the best day I've had in awhile.",shopping,yes,yes,24,USA,f,single,n,3m,all_day_im_still_feeling_it
3430,113652,I went on a mile long jog around town after work.,exercise,yes,no,26,USA,m,single,n,24h,at_least_one_hour
3431,56402,I chatted on the phone with my girlfriend for an hour.,conversation,yes,yes,56,USA,m,divorced,y,24h,at_least_one_hour
3432,103899,I was happy to see some tiny baby ducklings survive all the predators at the lake and grow very big.,family,yes,no,48.0,USA,f,single,n,3m,all_day_im_still_feeling_it
3433,82123,i brought a new pet last month,animals|shopping,yes,no,30,IND,m,single,n,3m,all_day_im_still_feeling_it
3434,50498,I had a very interesting conversation with a friend.,conversation,yes,yes,26,MEX,o,single,n,24h,at_least_one_hour
3435,88315,I made my favorite noodle soup which is Tonkotsu ramen.,food,yes,no,30.0,USA,o,married,y,3m,at_least_one_hour
3436,29373,My favorite show came back on netflix,entertainment,no,no,27.0,USA,f,single,n,24h,all_day_im_still_feeling_it
3437,87985,I quit my job after feeling very depressed and I now feel relieved.,career,yes,no,30,USA,m,single,n,3m,all_day_im_still_feeling_it
3438,34185,"I was able to get my car washed and put into my garage before it started raining, which was satisfying.",weather,yes,no,39,USA,f,married,y,24h,a_few_minutes
3439,73344,I learned I would be receiving a raise in my yearly pay when I had a review with my boss.,career,no,yes,33,USA,m,single,n,3m,half_a_day
3440,29444,I was able to leave work early.,career,yes,no,24,USA,f,single,n,24h,all_day_im_still_feeling_it
3441,113472,I went to the gym today.,exercise,yes,no,24.0,USA,m,single,n,24h,half_a_day
3442,71758,I got a promotion at work.,career,yes,yes,30.0,USA,m,widowed,n,3m,all_day_im_still_feeling_it
3443,111198,Took a walk with my dog,animals|exercise,yes,no,43.0,USA,m,married,y,24h,at_least_one_hour
3444,33945,We all school friend met in the alumni get together and had nice time sharing our memories.,education|conversation,yes,yes,31,IND,m,married,y,24h,half_a_day
3445,76144,I got an amazing job opportunity to illustrate for a magazine.,career,yes,yes,34.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3446,39879,I watched episodes of my favorite tv show.,entertainment,yes,no,29,USA,m,single,n,24h,at_least_one_hour
3447,27737,I cooked my girlfriend a wonderful breakfast.,food|romance,yes,yes,34,USA,m,single,n,24h,half_a_day
3448,93733,"My wife took on an ambitious  new career change working with children, like me!",career|family,no,yes,29,USA,m,married,y,3m,all_day_im_still_feeling_it
3449,86672,I booked a good lead at work and got a bonus.,career,yes,yes,23.0,USA,m,single,n,3m,at_least_one_hour
3450,48187,I took my son grocery shopping and he helped me to pick out our dinners for the week.,shopping,yes,yes,26,USA,f,single,y,24h,at_least_one_hour
3451,109828,I made a bean and bacon soup that was amazing and it was eaten by my picky toddler.,food,yes,yes,35,USA,f,divorced,y,24h,at_least_one_hour
3452,41484,I listened to some media that affirmed my views on politics.,entertainment,yes,yes,31,USA,f,married,n,24h,a_few_minutes
3453,83886,Attending church back home in Pittsburgh again,religion,yes,yes,41,USA,f,single,y,3m,half_a_day
3454,126369,I played with a dog in the park.,animals|exercise,yes,yes,27,USA,m,single,n,24h,a_few_minutes
3455,82786,finished a hand made mother's day gift a week early,family,yes,no,36,USA,m,married,y,3m,at_least_one_hour
3456,88199,I started planning a Caribbean vacation for August.,vacation,yes,no,27,USA,m,married,n,3m,a_few_minutes
3457,89668,I met for food with friends and colleagues from school.,food,yes,yes,33,USA,m,single,n,3m,half_a_day
3458,121525,I watched a really good movie today.,entertainment,yes,no,33.0,USA,m,single,n,24h,half_a_day
3459,52380,Seeing my 1 year old son's joy while running into my arms.,family,no,yes,38.0,USA,f,married,y,24h,all_day_im_still_feeling_it
3460,116559,Got complimented by a parent of one of my students for helping her this year.,education,yes,yes,40,USA,m,married,y,24h,at_least_one_hour
3461,96934,I meditated for 30 minutes.,exercise,yes,no,20,USA,m,single,n,3m,half_a_day
3462,57950,The weather was perfect for an early Spring day and I enjoyed being outside for awhile.,weather,yes,no,55,USA,f,married,y,24h,all_day_im_still_feeling_it
3463,88380,I ordered bubble tea for lunch.,food,yes,no,23.0,USA,m,single,n,3m,half_a_day
3464,70293,reading the new john grisham book,entertainment,yes,no,60,USA,m,married,y,3m,all_day_im_still_feeling_it
3465,41211,I just watched the film called pursuit of happiness that movie really made me to happy and motivated me more.,entertainment,yes,no,25,IND,m,married,y,24h,all_day_im_still_feeling_it
3466,114186,"I was walking on the sidewalk and I saw a lady with a little fluffy puppy on a pink leash walk into a shop, the dog resisted going in the shop and I blinked and then saw the dogs back paws flying into the door.",animals|exercise,no,yes,31,USA,m,married,n,24h,a_few_minutes
3467,71142,I was invited to a friends birthday event.,party,yes,yes,31.0,USA,m,single,y,3m,at_least_one_hour
3468,95550,I got into a new job.,career,yes,no,31.0,USA,m,single,n,3m,all_day_im_still_feeling_it
3469,40975,After one month of rain less hot climate we got abundant rain here.,weather,no,no,25.0,IND,m,single,n,24h,all_day_im_still_feeling_it
3470,107116,When I paid the last tuition payment for my daughter's preschool.,family|education,yes,yes,38.0,USA,f,married,y,3m,half_a_day
3471,49439,I WENT TO TEMPLE,religion,yes,no,27,IND,m,married,y,24h,at_least_one_hour
3472,63847,An event that made me happy in the past 3 months was when I had Easter dinner with my parents.,food|family,yes,yes,30,USA,f,single,n,3m,half_a_day
3473,59248,I WENT  TO COLLEGE,education,yes,no,27.0,IND,m,single,n,3m,half_a_day
3474,104165,As a retired person on a fixed income I transferred my first earnings as an Amazon MTurk to my bank account.,career,yes,no,65.0,USA,f,single,n,3m,all_day_im_still_feeling_it
3475,68273,Two weekends ago I attended Coachella and saw my favorite band play live.,entertainment,yes,no,26,USA,f,single,n,3m,all_day_im_still_feeling_it
3476,62394,Receiving a promotion at work after weeks of it being in limbo.,career,no,yes,21,USA,f,married,n,3m,at_least_one_hour
3477,56787,Talking to my mom on the phone.,family|conversation,yes,yes,20,USA,f,single,n,24h,at_least_one_hour
