hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
110943,I decided to play another game of Final Fantasy Tactics.,entertainment,yes,no,35,USA,m,single,n,24h,half_a_day
110946,My husband really enjoyed the dinner that I made for him.,food|romance,no,yes,46,USA,f,married,n,24h,at_least_one_hour
110968,I have been trying to eat healthier and work out and today I had lost some weight from last week.,food|exercise,yes,no,27,USA,f,single,n,24h,at_least_one_hour
110981,"I got to go to sleep at a decent hour last night, without any work-related, urgent jobs to keep me up late.",career,yes,no,35,USA,m,single,n,24h,all_day_im_still_feeling_it
110988,This morning I saw a cute dog.,animals,yes,yes,24,USA,f,single,n,24h,a_few_minutes
110993,Finally finding shoes for my daughter that fit her.,family|shopping,yes,yes,24,USA,f,single,y,24h,half_a_day
111001,I was compensated exceptionally well for a short task and the money was deposited to my account in short order.,career,yes,no,32,USA,m,single,n,24h,a_few_minutes
111010,I bought a pinball machine.,shopping,yes,no,35,USA,m,single,y,24h,half_a_day
111011,"I went shopping with my boyfriend, and I was able to buy him some chocolate that he really enjoys.",shopping,yes,yes,22,USA,f,single,n,24h,at_least_one_hour
111019,My first time making the sticky rice dumpling (Zongzi) was very successful and everyone in my family like it.,family,yes,yes,30,USA,f,married,y,24h,all_day_im_still_feeling_it
111030,I went to a pool party,party,yes,yes,54,USA,f,married,y,24h,all_day_im_still_feeling_it
111040,I picked up the new taco bell menu item after work and ate it for dinner.,food,yes,no,32,USA,m,single,n,24h,a_few_minutes
111043,My wife and I went out to dinner without our children last night for a romantic dinner.,food|family|romance,yes,yes,39,USA,m,NA,y,24h,at_least_one_hour
111076,An event that made me happy was going on vacation with family and friends to Cancun and swimming at night.,vacation,yes,yes,42,USA,f,married,y,24h,all_day_im_still_feeling_it
111081,I noticed that the plants I planted on my terrace last weekend aren't dying!,weather,no,no,25,USA,m,single,n,24h,half_a_day
111096,me and my family planned to drill land for water supply to fulfill farming,family,yes,yes,29,IND,m,single,n,24h,half_a_day
111108,I discovered I could do a lot more than I thought I could in the game Pokemon Picross by searching around the screen more than usual.,technology|entertainment,yes,no,48,USA,f,married,y,24h,at_least_one_hour
111115,Watching a documentary on prisons.,entertainment,yes,no,29,USA,m,married,n,24h,at_least_one_hour
111118,Yesterday my sister and I planned to go to the movies this weekend to see Pirates of the Caribbean 5.,entertainment|family,yes,yes,31,USA,f,single,n,24h,all_day_im_still_feeling_it
111129,When my son fell sleep last night I picked him up and held him.,family,yes,yes,31,USA,f,married,y,24h,all_day_im_still_feeling_it
111130,My husband and I were able to spend a few hours playing a game together last night.,entertainment|romance|family,yes,yes,21,USA,f,married,y,24h,half_a_day
111141,I cooked pasta with red sauce and it turned out great.,food,yes,no,29,ROU,m,single,n,24h,a_few_minutes
111143,I drove to a new job and met new people.,career,yes,yes,22,USA,m,single,n,24h,at_least_one_hour
111144,It made me happy to get a new job near my house.,career,no,no,20,VEN,m,single,n,24h,all_day_im_still_feeling_it
111154,We won the final match in cricket and Very happy movement for this match.,entertainment,yes,yes,27,IND,m,single,n,24h,half_a_day
111157,I got to sleep in and wake up with my wife before my child woke up.,family,yes,yes,28,USA,m,married,y,24h,at_least_one_hour
111183,"an event that made me happy was my son's band concert, where I got to see him play the tuba.",family|entertainment,no,yes,37,USA,f,married,y,24h,at_least_one_hour
111198,Took a walk with my dog,animals|exercise,yes,no,43,USA,m,married,y,24h,at_least_one_hour
111224,I called a sales rep for work and she was a sweet old woman and it made me smile.,career,no,yes,26,USA,m,married,n,24h,at_least_one_hour
111226,Earning money to pay for my computer parts yesterday,technology,yes,no,30,USA,m,married,y,24h,a_few_minutes
111227,She also picked me up from work.,career,no,yes,25,USA,m,single,n,24h,a_few_minutes
111234,"Today morning, my husband promised to take me to see a film, which I was dying to see for sometime.",family,no,yes,40,IND,f,married,y,24h,all_day_im_still_feeling_it
111238,Having grandma make fresh cookies,food|family,no,yes,24,USA,m,single,n,24h,half_a_day
111257,"I found a NPC in a game that I hadn't been able to find for months, and finally beat that part.",entertainment|shopping,yes,no,28,USA,f,single,n,24h,a_few_minutes
111264,My boyfriend gave me some money.,romance,no,yes,32,USA,f,divorced,y,24h,a_few_minutes
111282,"I had a great meeting with manager and team, our results were good and we planned some events for the upcoming months.",career,yes,yes,31,USA,m,single,n,24h,half_a_day
111301,I was informed yesterday by my employer that we have a new large remodel project coming up that will provide steady work through the summer.,career,yes,yes,42,USA,m,single,n,24h,all_day_im_still_feeling_it
111303,when i had a family time with my parents.,family,yes,yes,24,IND,f,married,y,24h,half_a_day
111308,LAST SUMMER HOLIDAY WAS AN UNFORGETTABLE EXPERIENCE IN MY SCHOOL LIFE  WE PLANNED TO GO AND AN EXCURSION TO A HISTORIC PLACE  WE ENJOYED OUR EXCURSION.,vacation,yes,yes,23,IND,m,single,n,24h,a_few_minutes
111310,Shares i bought rise up to 5 %.,shopping,yes,no,28,IND,m,single,n,24h,all_day_im_still_feeling_it
111333,MY HUSBAND PRESENTED A GIFT TO ME FOR HIS BIRTHDAY,family,no,yes,34,IND,m,married,y,24h,all_day_im_still_feeling_it
111338,I ate good pizza.,food,yes,no,29,USA,m,single,n,24h,at_least_one_hour
111368,My wife recovered from a week long headache,family,no,yes,29,USA,m,single,y,24h,all_day_im_still_feeling_it
111388,In the past 24 hours I went for shopping with my mom n sister n did lots of shopping,shopping|family,yes,yes,35,IND,f,single,n,24h,half_a_day
111392,I brought new oven to house its black in color its very easy to prepare breakfast,shopping,yes,no,27,IND,f,married,y,24h,all_day_im_still_feeling_it
111393,I watched a new episode of one of my favorite tv shows.,entertainment,yes,no,48,USA,m,married,n,24h,at_least_one_hour
111397,I found out that I there was an entire full season available to stream of a show that I was not caught up on.,entertainment,no,no,33,USA,m,single,n,24h,a_few_minutes
111400,I played the ukulele and practiced some new songs.,entertainment,yes,no,24,USA,m,single,n,24h,at_least_one_hour
111410,I drank some soda.,food,yes,no,32,USA,m,married,y,24h,at_least_one_hour
111411,My daughter gave me a big hug before going to bed tonight after we sat and rocked in the rocking chair and she pointed out all the animals on her mobile.,family|animals,yes,yes,33,USA,m,married,y,24h,all_day_im_still_feeling_it
111430,My big dog just tried to get on the couch but got tangled up in a blanket instead and it was adorable.,animals,no,no,34,USA,f,single,n,24h,a_few_minutes
111437,Playing video games in the evening after not having enough free time to do so last week or over the weekend.,entertainment,yes,no,28,USA,m,single,n,24h,at_least_one_hour
111439,I have my first basketball game today.,entertainment,yes,no,30,USA,m,single,n,24h,all_day_im_still_feeling_it
111445,I used a new shampoo and it really makes my hair feel and look better.,shopping,yes,no,28,USA,m,single,n,24h,all_day_im_still_feeling_it
111449,A package that I've been waiting on for a long time finally arrived in the mail.,shopping,no,no,48,USA,f,single,y,24h,half_a_day
111451,I had a very pleasant and personal conversation with a friend of mine.,conversation,yes,yes,22,USA,o,single,n,24h,at_least_one_hour
111468,Another event that made me happy was when I made it to work and only one person had called in sick.,career,no,yes,32,USA,m,married,y,24h,a_few_minutes
111485,Completed a lot of administrative paperwork.,career,yes,no,33,USA,m,married,y,24h,half_a_day
111505,My favorite barista was at the coffee shop this morning and she always brightens my morning.,food,no,yes,34,USA,m,married,y,24h,a_few_minutes
111510,I got to spend some time sitting and talking with my aunt.,conversation|family,yes,yes,31,USA,f,married,y,24h,at_least_one_hour
111513,When I got home my wife had already made dinner,food|family,no,yes,29,USA,m,married,y,24h,at_least_one_hour
111514,My work colleague gave me the news that I was promoted to a higher rank.,career,yes,yes,29,USA,m,married,n,24h,all_day_im_still_feeling_it
111517,Watching a football match in a TV,entertainment,yes,yes,24,IND,m,single,n,24h,at_least_one_hour
111571,I got to eat chocolate from Hershey.,food,yes,no,26,USA,f,married,y,24h,at_least_one_hour
111602,I WENT TO SHOPPING,shopping,yes,no,28,IND,m,married,y,24h,at_least_one_hour
111606,I WENT TO TEMPLE,religion,yes,no,27,IND,f,single,n,24h,a_few_minutes
111607,I WENT TO TEMPLE,religion,yes,no,24,IND,m,married,y,24h,a_few_minutes
111608,I WENT TO TEMPLE,religion,yes,no,27,IND,m,single,n,24h,at_least_one_hour
111623,Watching a hockey team I don't like get eliminated from the playoffs.,entertainment,yes,yes,33,USA,m,married,n,24h,a_few_minutes
111626,I finished my work,career,yes,no,25,USA,m,single,n,24h,half_a_day
111633,I am happy today whole day because its my daughter's birthday.,party|family,yes,yes,33,IND,m,married,y,24h,all_day_im_still_feeling_it
111634,I watched a good tv show.,entertainment,yes,no,33,USA,f,single,n,24h,a_few_minutes
111647,Another event that made me happy in the past 24 hours was being able to reconnect with an old childhood friend.,conversation,yes,yes,24,USA,m,single,n,24h,all_day_im_still_feeling_it
111664,A hummingbird flew up to the window and looked at me.,animals,no,no,49,USA,f,married,y,24h,a_few_minutes
111667,"I was able to work in the building closer to my house, so my commute home last night was only 15 minutes.",career,yes,no,31,USA,m,married,y,24h,at_least_one_hour
111669,I read a play that I found at a garage sale and it was really funny.,entertainment|shopping,yes,no,41,USA,f,single,n,24h,half_a_day
111688,One thing that has made me happy in the last 24 hours was finding out that my father is recovering well from his stint surgery.,family,yes,yes,23,USA,f,single,n,24h,all_day_im_still_feeling_it
111691,Watching movies with my girlfriend.,entertainment|romance,yes,yes,29,USA,m,single,n,24h,half_a_day
111694,I WENT VOCATIONAL TRIP AND ALSO JOIN US FAMILY FRIENDS AND ALSO WENT OOTY TO SEE MANY PLACES AND ENJOY THE BOATING RIDE VERY HAPPILY.,vacation|family,yes,yes,25,IND,m,married,y,24h,all_day_im_still_feeling_it
111696,My friend has been working on publishing his first book for many years and it just came available to pre-order online.,entertainment,no,yes,36,USA,m,single,n,24h,at_least_one_hour
111703,Yesterday at work was relatively quiet and there were no big problems that arose.,career,no,no,34,USA,m,single,n,24h,half_a_day
111706,"Last night I played a computer video game that I hadn't played since college, and it took me on a nostalgic trip.",entertainment|technology,yes,no,32,USA,m,single,n,24h,at_least_one_hour
111711,Being able to partake in an office raffle.,career,yes,yes,30,USA,m,single,n,24h,half_a_day
111714,I got a gift card to my favorite restaurant for helping my neighbor.,food,yes,yes,32,USA,f,married,n,24h,half_a_day
111732,An event that made me happy was attending my sister's 50th birthday celebration.,party|family,yes,yes,60,USA,m,married,y,24h,half_a_day
111750,My dog kissed my face this morning,animals,no,no,22,USA,f,married,n,24h,a_few_minutes
111753,My husband brought us dinner home and I didn't have to cook for the family.,family|food|romance,no,yes,43,USA,f,married,y,24h,at_least_one_hour
111754,I had sex with my wife,romance|family,yes,yes,62,USA,m,married,y,24h,at_least_one_hour
111755,My friends came back from vacation and I was able to hang out with them last night.,vacation,yes,yes,27,USA,m,single,n,24h,at_least_one_hour
111758,I developed some really good interior design ideas after listening to an inspiring podcast.,entertainment,yes,yes,35,USA,f,married,y,24h,a_few_minutes
111771,Had a record day on mturk earning for 30 dollars in one day,career,yes,no,61,USA,f,married,y,24h,half_a_day
111772,I was granted vacation the week of the 4th of July.,vacation,no,no,42,USA,f,married,y,24h,all_day_im_still_feeling_it
111773,I am getting new glasses.,shopping,yes,no,31,USA,m,married,n,24h,all_day_im_still_feeling_it
111797,I ate a delicious dinner.,food,yes,no,21,USA,m,single,n,24h,at_least_one_hour
111799,PERFORMING YOGA IN THE MORNING,exercise,yes,no,41,IND,m,married,y,24h,at_least_one_hour
111881,A childhood friend came back from North Carolina to visit family,vacation|family,no,yes,26,USA,m,single,n,24h,at_least_one_hour
111885,Getting to visit with my sister.,family,yes,yes,41,USA,m,single,n,24h,half_a_day
111886,"I made plans to spend time with my sister, who I have not seen in a while.",family,yes,yes,39,USA,m,single,n,24h,a_few_minutes
111893,I heard from a friend I haven't in a while.,conversation,no,yes,25,USA,f,single,n,24h,at_least_one_hour
111897,I talked to my dad on the phone.,conversation|technology,yes,yes,2,USA,m,single,y,24h,at_least_one_hour
111900,I was very happy to see my partner come home from work because I was looking forward to telling her about my day.,career|conversation,yes,yes,52,USA,f,single,n,24h,a_few_minutes
111921,I soaked up the sunshine in Seattle yesterday.,weather,yes,no,47,USA,m,married,y,24h,half_a_day
111925,"My car didn't die on me, as it's having issues, that is amazing.",shopping,no,no,36,USA,o,single,y,24h,at_least_one_hour
111944,I was happy when my son asked me to watch a show with him.,entertainment,no,yes,49,USA,f,married,y,24h,half_a_day
111985,ate a great steak,food,yes,no,38,USA,m,married,n,24h,a_few_minutes
111990,Heard a new song from my favorite artist.,entertainment,yes,no,25,IND,m,single,n,24h,at_least_one_hour
111993,I learned how do to a dessert i always wanted to make and it actually turned out really good!,food,yes,no,24,USA,f,single,y,24h,at_least_one_hour
111997,I successfully cooked myself a dinner of chicken enchiladas and spanish rice.,food,yes,no,25,USA,m,single,n,24h,a_few_minutes
111999,"My sick cat who is having trouble putting on weight nibbled on food all night last night, and I have hopes that she might have put on an ounce.",animals,yes,no,57,USA,f,married,n,24h,at_least_one_hour
112010,I got a promotion at work.,career,yes,yes,35,USA,m,single,y,24h,at_least_one_hour
112012,My boyfriend sent me a text message of a really funny picture of a dog wearing a bunch of loose fur like a hat.,romance,no,yes,31,USA,f,single,n,24h,a_few_minutes
112017,The golden state warriors won their series.,entertainment,no,no,65,CAN,f,married,y,24h,at_least_one_hour
112035,My dad finally got a diagnosis and it is not as bad as it could have been.,family,no,yes,39,USA,f,single,n,24h,all_day_im_still_feeling_it
112038,My mom told me thank you for taking her father to the emergency room.,family,no,yes,44,USA,f,divorced,y,24h,at_least_one_hour
112041,Today every one in home ate food and praised the taste of the food.,food,no,yes,53,IND,f,married,y,24h,all_day_im_still_feeling_it
112042,When I left work.,career,yes,no,24,USA,m,single,n,24h,at_least_one_hour
112061,I did some yoga and it felt really good since I had been sitting all day and my body was tight and sore.,exercise,yes,no,29,USA,m,married,n,24h,at_least_one_hour
112065,Favorite show was on TV.,entertainment,no,no,49,USA,f,married,y,24h,a_few_minutes
112076,An event that made me happy was going out to dinner with my sister and celebrating her birthday at one of our favorite restaurants.,party|food|family,yes,yes,42,USA,f,married,y,24h,half_a_day
112082,"I opened a new bag of food for my Dog Rex, and seeing him so excited made me feel happy.",animals|food,yes,no,30,USA,m,single,n,24h,a_few_minutes
112093,"I watched one of my favorite TV shows last night, it was the season finale and I thoroughly enjoyed it.",entertainment,yes,no,35,USA,f,divorced,y,24h,at_least_one_hour
112119,Achieved the office target  and overflowing or the next month.,career,yes,no,49,IND,m,married,y,24h,all_day_im_still_feeling_it
112131,Winning our intramural soccer game,entertainment,yes,yes,20,USA,m,single,n,24h,at_least_one_hour
112134,"I reunited with my two beloved dogs, who I hadn't seen in over a month.",animals,yes,no,21,USA,f,single,n,24h,half_a_day
112149,I have cleared the exam for banking sector,education,yes,no,29,IND,m,single,n,24h,all_day_im_still_feeling_it
112165,I have the day off from work due to a scheduling error.,career,yes,no,25,USA,m,single,n,24h,all_day_im_still_feeling_it
112168,I got a party invitation.,party,no,no,30,USA,o,married,y,24h,at_least_one_hour
112175,I masturbated to some porn.,entertainment,yes,no,27,USA,m,single,n,24h,a_few_minutes
112183,"I received a second interview for a job that I want, which makes me happy.",career,no,no,37,USA,f,married,y,24h,half_a_day
112214,I signed for classes and am getting tuition covered.,education,yes,no,23,USA,m,single,n,24h,all_day_im_still_feeling_it
112225,Something that made me happy in the last 24 hrs would be waking up to my daughters beautiful smile and sassy personality.,family,yes,yes,29,USA,f,married,y,24h,all_day_im_still_feeling_it
112228,I cooked myself dinner and was worried about the recipe but it turned out to be incredibly delicious and I was proud of myself.,food,yes,no,21,USA,f,single,n,24h,at_least_one_hour
112233,I was able to eat pizza,food,yes,no,32,USA,f,single,y,24h,half_a_day
112234,My mother in law made a very tasty snack especially for me in the evening.,family,no,yes,40,IND,f,married,y,24h,all_day_im_still_feeling_it
112275,I was happy today that my afternoon meeting was cut short and I was able to leave work early.,career,no,no,33,USA,m,married,y,24h,at_least_one_hour
112277,I baked a pizza for myself last night and it was delicious.,food,yes,no,31,USA,m,single,n,24h,at_least_one_hour
112283,My daughter told me that I was the best mommy in the world.,family,yes,yes,36,USA,f,married,y,24h,a_few_minutes
112287,"I found nacho cheese bugles in the supermarket, my old favorite snack I hadn't found around in a long time.",food,yes,no,30,USA,m,single,n,24h,at_least_one_hour
112324,Walking in the rain with my puppy and enjoying an empty park.,exercise|animals|weather,yes,no,32,USA,f,married,n,24h,at_least_one_hour
112342,I went and bought some new clothes.,shopping,yes,no,29,USA,m,single,n,24h,at_least_one_hour
112345,I went to the gym and had a really good workout.,exercise,yes,no,39,USA,f,married,y,24h,at_least_one_hour
112377,I ate ice cream,food,yes,no,39,USA,m,single,n,24h,at_least_one_hour
112396,I went on a nice walk last night with my dogs and my sister.,exercise|animals|family,yes,yes,23,USA,m,single,n,24h,at_least_one_hour
112404,we won a big contract at work so that means more steady work and more pay.,career,yes,yes,35,USA,f,married,y,24h,at_least_one_hour
112407,I finished my first day of coding school and had my first meeting with my mentor.,education,yes,yes,38,USA,f,divorced,y,24h,at_least_one_hour
112414,I came home from work and my wife and my toy poodle Cupcake were already in bed waiting for me to tuck them in!,romance,no,yes,35,USA,m,single,n,24h,at_least_one_hour
112420,I ran a 5K run in under 30 minutes and was barely out of breath at the end.,exercise,yes,no,22,USA,f,single,n,24h,at_least_one_hour
112432,I found a potential job opportunity that I'm qualified for and that I have a connection who works there.,career,yes,yes,24,USA,m,single,n,24h,at_least_one_hour
112436,The part that I ordered to restore my truck came on time and fit perfectly onto the vehicle.,shopping,no,no,25,USA,f,married,n,24h,at_least_one_hour
112445,I was able to take a walk in cooler weather that's not typical for this time of year.,exercise|weather,yes,no,42,USA,f,single,n,24h,a_few_minutes
112482,Had a nice meal with my mother.,food,yes,yes,34,USA,m,divorced,y,24h,at_least_one_hour
112488,My mom surprised me and picked up sushi for dinner.,food|family,no,yes,22,USA,f,single,n,24h,half_a_day
112491,"Better Call Saul had a great episode that advanced the plot, and it's something I look forward to every week.",conversation,yes,no,25,USA,m,married,n,24h,all_day_im_still_feeling_it
112501,My internet was fixed and is now faster,technology,no,no,25,USA,m,single,n,24h,half_a_day
112502,"After a long day of work, I went to a dinner with some friends.",food|career,yes,yes,36,COL,m,single,n,24h,at_least_one_hour
112505,Got a water table for our daughter and watched her play,family|entertainment,yes,yes,30,USA,m,married,y,24h,half_a_day
112522,Buying a new television,shopping,yes,no,29,USA,f,married,n,24h,all_day_im_still_feeling_it
112523,I ate dinner and got drinks with two of my best friends at a very nice restaurant.,food|party,yes,yes,23,USA,m,single,n,24h,all_day_im_still_feeling_it
112528,Braves beating Pirates made me happy last night.,entertainment,no,no,34,USA,f,single,n,24h,at_least_one_hour
112537,My sister brought home a tasty chocolate whiskey bundt cake for us to eat.,food|family,no,yes,21,USA,f,single,n,24h,at_least_one_hour
112541,My significant other made dinner instead of myself making it.,food|romance,no,yes,36,USA,f,married,y,24h,at_least_one_hour
112556,I found an old VCR I used to use and was able to fix it just for fun.,technology,yes,no,33,USA,m,single,n,24h,at_least_one_hour
112570,I smiled at a pretty girl at the beach and she smiled back.,vacation|romance,yes,yes,28,USA,m,single,y,24h,half_a_day
112577,What made me happy most recently was a conversation that I had with my girlfriend regarding the idea of moving in together.,romance,yes,yes,24,USA,m,single,n,24h,all_day_im_still_feeling_it
112582,"I preordered a Blu-ray of a movie I have been very excited to see, and it arrived in the mail today.",entertainment|shopping,yes,no,27,USA,f,single,n,24h,at_least_one_hour
112583,I made a good observation at work that my boss was pleased with.,career,yes,yes,26,USA,m,single,n,24h,a_few_minutes
112608,Having a nice dinner at my brothers house and seeing my little nephew.,food,yes,yes,28,USA,m,single,n,24h,at_least_one_hour
112624,I got my iguana potty trained to use the tub,animals,yes,no,38,USA,m,married,y,24h,all_day_im_still_feeling_it
112625,"In the past 24 hours, I was happy going on a walk with my mother.",exercise|family,yes,yes,22,USA,f,single,n,24h,at_least_one_hour
112646,I played baseball with my friends.,entertainment,yes,yes,29,USA,m,single,n,24h,half_a_day
112653,I WENT TO TEMPLE,religion,yes,no,28,IND,m,married,y,24h,half_a_day
112676,My kids were able to get out of school early for their doctor appointments.,education|family,no,yes,45,USA,f,married,y,24h,a_few_minutes
112677,Speaking with my sister for the first time in a few months.,family,yes,yes,29,USA,m,married,n,24h,half_a_day
112700,eating a delicious lunch with fresh deli  meats,food,yes,no,33,USA,m,married,y,24h,a_few_minutes
112710,I am working on a project at work that interests me greatly.,career,yes,no,26,USA,m,single,n,24h,at_least_one_hour
112719,My daughter and I went and got pedicures.,family,yes,yes,48,USA,f,married,y,24h,at_least_one_hour
112722,Last night I went to the cinema.,entertainment,yes,no,26,BRA,m,married,y,24h,at_least_one_hour
112755,My mother gave me ten dollars to get food.,family|food,no,yes,21,USA,f,single,n,24h,at_least_one_hour
112758,I watched my daughter-in-law finish her marathon,entertainment|family,yes,yes,43,USA,m,married,y,24h,at_least_one_hour
112760,I presented my project to the class.,education,yes,yes,20,USA,m,single,n,24h,at_least_one_hour
112768,"Finding my dog, he was missing",animals,no,no,33,USA,m,married,y,24h,all_day_im_still_feeling_it
112771,I became pregnant with my first baby,family,yes,yes,27,USA,f,married,n,24h,all_day_im_still_feeling_it
112789,I got to see and take care of a lot of patients today,career,yes,yes,25,USA,m,married,n,24h,all_day_im_still_feeling_it
112790,Today I got to take an hour long walk on a beautiful trail.,exercise,yes,no,35,USA,f,married,y,24h,all_day_im_still_feeling_it
112804,I had dinner with my aunt last Tuesday at an Italian restaurant.,food|family,yes,yes,30,USA,m,single,n,24h,half_a_day
112811,I organized a spring BBQ picnic with friends at a nearby lake.,food,yes,yes,36,USA,m,single,n,24h,half_a_day
112819,I got ice cream at the local ice cream stand.,food|shopping,yes,no,30,USA,m,single,n,24h,a_few_minutes
112835,I had time to read some of the new books I bought this week.,entertainment,yes,no,41,USA,m,divorced,n,24h,at_least_one_hour
112843,Reaching my daily goal on Mturk made me happy because I had not been able to do so for a while.,career,yes,no,26,USA,m,single,n,24h,a_few_minutes
112862,I woke up to my boyfriend and realized how happy he makes me and then he turned around and kissed me good morning.,romance,yes,yes,24,USA,f,single,y,24h,all_day_im_still_feeling_it
112871,I learned a new song.,entertainment,yes,no,19,USA,m,single,n,24h,at_least_one_hour
112880,"My boss allowed me to leave work early, while still getting paid for a full day.",career,yes,yes,25,USA,f,single,n,24h,at_least_one_hour
112881,"My boss left work early, so I left early, too.",career,yes,yes,28,USA,m,married,n,24h,at_least_one_hour
112882,Recently I had put on extra weight but found out that I had lost four pounds at the gym.,exercise,yes,no,29,USA,m,single,n,24h,a_few_minutes
112889,"I cooked a lovely meal that my gf loved, she praised my cooking skills and made me really happy.",food|romance,yes,yes,33,PRT,m,married,n,24h,half_a_day
112891,I was happy after having stir fry for dinner last night because I was craving it.,food,yes,no,29,USA,m,single,n,24h,at_least_one_hour
112893,"My cat, Tripp, mrrrwd at me, stretching up to me sitting at my desk chair, and asked me to pet him.",animals,yes,yes,55,USA,f,single,n,24h,a_few_minutes
112894,Listening to a song I haven't in quite a while.,entertainment,yes,no,24,USA,f,single,n,24h,at_least_one_hour
112929,"I found out that we get out of work early on this Friday, leading into our three day weekend",career,yes,no,29,USA,m,single,n,24h,at_least_one_hour
112936,"My cord for my external hard drive came, so I can next making it work.",career,no,no,31,USA,m,married,y,24h,half_a_day
112948,I booked a trip to see family out of state.,vacation,yes,yes,50,USA,f,married,y,24h,all_day_im_still_feeling_it
112949,Having a pizza after too long without.,food,yes,no,33,USA,m,single,n,24h,a_few_minutes
112952,"After having my internet connection down all day, I was finally able to get online about an hour ago.",career,no,no,61,USA,m,single,n,24h,a_few_minutes
112955,I finished a difficult day at work.,career,no,no,42,USA,m,married,n,24h,half_a_day
112961,I completed my 3rd last day at work.,career,yes,no,32,USA,m,single,n,24h,at_least_one_hour
112964,Traffic was good on my way to work so I was able to make up some time and ended up getting in on time instead of running late.,career,yes,no,37,USA,m,married,y,24h,a_few_minutes
112965,Making chicken tender from scratch with my niece.,food,yes,yes,29,USA,f,single,n,24h,at_least_one_hour
112969,An event that happened in the past 24 hours was watching my long time girlfriend finally graduate college and get her BA degree from a good school.,education,yes,yes,25,USA,m,single,n,24h,all_day_im_still_feeling_it
112979,I was able to sleep for a long time.,exercise,yes,no,36,USA,m,married,y,24h,half_a_day
112992,My little brother went to the Public Library to apply for summer volunteering which will greatly help him for his college application.,education|family,no,yes,28,USA,m,single,n,24h,at_least_one_hour
113013,An event that made me happy in the past 3 months is learning how to swim.,exercise,yes,no,30,USA,f,married,y,24h,at_least_one_hour
113015,Went to the Scottsdale Contemporary Art Museum and saw and exhibit I liked.,entertainment,yes,no,31,USA,f,single,n,24h,at_least_one_hour
113022,I opened a can of Cherry Pepsi and took a nice refreshing drink.,food,yes,no,19,USA,f,single,n,24h,a_few_minutes
113027,When my daughter wanted to run in the rain this morning before I took her to preschool,exercise|family|weather,no,yes,32,USA,f,married,y,24h,at_least_one_hour
113031,I DID SWIMMING TODAY AFTER LONG LIME,exercise,yes,no,24,IND,m,married,y,24h,a_few_minutes
113040,MY FAMILY MEMBERS WENT TO A PICNIC.,family|food,no,yes,40,IND,m,married,y,24h,all_day_im_still_feeling_it
113066,I got a lot done at work this morning.,career,yes,no,41,USA,m,married,y,24h,half_a_day
113076,Some of my students won a soccer championship last evening!,entertainment,no,yes,29,USA,m,married,y,24h,half_a_day
113079,My mother-in-law went into the hospital voluntarily after two weeks of us begging her to go for dehydration and abdominal pain- what a relief!,family,no,yes,32,USA,f,married,y,24h,all_day_im_still_feeling_it
113088,My spouse made me happy this morning when he woke me up with a kiss and told me he loved me.,romance,no,yes,71,NA,f,married,y,24h,half_a_day
113091,I decided to purchase a new video game.,entertainment|technology,yes,no,30,USA,f,married,y,24h,a_few_minutes
113099,I went on a nice morning job.,exercise,yes,no,32,USA,f,single,n,24h,all_day_im_still_feeling_it
113102,I was able to get to go to the store in a timely matter.,food,yes,no,26,USA,m,single,n,24h,at_least_one_hour
113123,An old friend messaged me and we talked for hours,conversation|technology,yes,yes,22,IND,m,single,n,24h,half_a_day
113126,I beat a video game that I have been working on.,entertainment,yes,no,42,USA,m,single,n,24h,half_a_day
113129,I bought a new pair of shoes.,shopping,yes,no,24,USA,m,single,n,24h,at_least_one_hour
113131,I went to Cancun for the first time.,vacation,yes,no,24,USA,f,single,n,24h,all_day_im_still_feeling_it
113133,I ate Philly cheese steak with fries and a Dr. Pepper,food,yes,no,26,USA,m,single,n,24h,a_few_minutes
113145,I heard my unborn child's' heartbeat at the midwifery office.,family,no,no,30,CAN,f,married,y,24h,half_a_day
113147,My six month old son laughed at me.,family,no,yes,31,USA,m,married,y,24h,at_least_one_hour
113150,Tonight my husband danced with me in the kitchen while I was waiting for dinner to finish cooking.,food|family|romance,no,yes,41,USA,f,married,n,24h,at_least_one_hour
113190,I played an app design game and received a perfect score from the players (voters).,entertainment,yes,yes,33,NOR,f,married,n,24h,a_few_minutes
113195,I got to leave work early to deliver parts.,career,no,no,19,USA,m,single,n,24h,at_least_one_hour
113204,I am selected to church choir to sing songs.,religion,no,no,31,IND,f,married,y,24h,at_least_one_hour
113208,Had a great dinner made and ate it with my family.,food|family,yes,yes,36,USA,m,married,y,24h,a_few_minutes
113211,The day with my wife,romance|family,yes,yes,31,IND,m,married,y,24h,all_day_im_still_feeling_it
113216,One event that made me happy was when we won our soccer game today.,entertainment,yes,yes,29,USA,m,single,n,24h,all_day_im_still_feeling_it
113224,One of my students got a big scholarship to college.,education,no,yes,26,USA,f,single,n,24h,at_least_one_hour
113236,I WANT TO MARRIGE,family,yes,no,28,IND,m,married,y,24h,at_least_one_hour
113252,I was very happy when I went to the shopping mall with my husband,shopping|family,yes,yes,42,IND,f,married,y,24h,all_day_im_still_feeling_it
113253,Sleeping pleasantly yesterday amidst lighting and thunders.,weather,no,no,26,IND,m,single,n,24h,at_least_one_hour
113272,We enjoyed our story time at the library this morning.,entertainment,yes,yes,30,USA,f,married,y,24h,at_least_one_hour
