"hmid","moment","concepts","agency","social","age","country","gender","married","parenthood","reflection","duration"
30026,"Enjoying quality time with my daughter to watch her interact with others made me realize I did a good job raising her.","family","yes","yes","42","USA","f","married","y","24h","half_a_day"
30046,"when i married my husband,it is the happiest moment in my life.","romance","yes","yes","32","ARM","f","married","y","24h","all_day_im_still_feeling_it"
30047,"When i had a great weekend trip with my friends","vacation","yes","yes","25.0","IND","m","married","y","24h","all_day_im_still_feeling_it"
30052,"My favorite team won the match comprehensively.","entertainment","yes","no","23","IND","m","single","n","24h","half_a_day"
30073,"My girlfriend and I played video games and went out to dinner and a movie last weekend.","entertainment","yes","yes","20","USA","m","single","n","24h","half_a_day"
30074,"I called my mother long distance and she told me she was coming to visit and stay with me for a month, I haven't seen her in a year.","family|conversation","no","yes","49","USA","f","married","y","24h","all_day_im_still_feeling_it"
30077,"past month i went a vocation from my office.all of our office colleges are attended the vocation.we all went by a bus.we played games and danced in the bus.it was interesting and very happiest moment in my life.we all enjoyed lot.","entertainment|party","yes","yes","31","IND","f","married","y","24h","at_least_one_hour"
30079,"past month i went a vocation from my office.all of our office colleges are attended the vocation.we all went by a bus.we played games and danced in the bus.it was interesting and very happiest moment in my life.we all enjoyed lot.","entertainment|party","yes","yes","31","IND","f","married","y","24h","at_least_one_hour"
30086,"When my 4 year old son wiped my tears consoling me after I had an arguement with my spouse","family","yes","yes","38","IND","m","married","y","24h","all_day_im_still_feeling_it"
30089,"My happiest moment when everyday my mom kiss me on my head.","family","yes","yes","26","IND","f","single","n","24h","all_day_im_still_feeling_it"
30090,"My happiest moment when everyday my mom kiss me on my head.","family","yes","yes","22","IND","f","single","n","24h","all_day_im_still_feeling_it"
30091,"My happiest moment when everyday my mom kiss me on my head.","family","yes","yes","24","IND","f","single","n","24h","all_day_im_still_feeling_it"
30093,"My happiest moment when everyday my mom kiss me on my head.","family","yes","yes","31","IND","f","married","y","24h","all_day_im_still_feeling_it"
30101,"Buying new phone from my earned money.","shopping|technology","yes","no","19.0","IND","m","single","n","24h","at_least_one_hour"
30106,"Lying the bed listening to the rain outside Listening to old songs and being able to remember all the lyrics","weather|entertainment","yes","no","29","IND","f","married","y","24h","a_few_moment"
30115,"The idea of starting a business","career","no","no","19","USA","m","married","n","24h","all_day_im_still_feeling_it"
30122,"The general manager came into my job and told me what a great job I had been doing.","career","no","yes","30","USA","m","single","n","24h","all_day_im_still_feeling_it"
30129,"I celebrated my father's birthday first time at last month and i gave a surprised party that makes my father to be very happy that moment is my happiest moment on last month.","party","yes","yes","22","IND","f","single","n","24h","half_a_day"
30131,"I received my IRS TAX REFUND","career","no","no","32","USA","m","married","y","24h","all_day_im_still_feeling_it"
30135,"I bought a new car","shopping","yes","no","61","USA","f","married","y","24h","all_day_im_still_feeling_it"
30142,"I got golden employee award certificate in my office for my performance.","career","no","no","37","IND","m","married","y","24h","all_day_im_still_feeling_it"
30145,"I met with my nephews and we played cricket.","entertainment","yes","yes","32","PAK","m","married","y","24h","half_a_day"
30148,"My father gifted me the latest bike last week which i was eagerly wanted, very happy.","family","yes","yes","30","IND","m","single","n","24h","all_day_im_still_feeling_it"
30153,"I went to karaoke with my friend, I was really bad at singing but I still had a good time because its a lot of fun singing to your favorite songs.","party|entertainment","yes","yes","21","USA","m","single","n","24h","at_least_one_hour"
30162,"My son saying he loves me","family","no","yes","20","USA","f","single","y","24h","all_day_im_still_feeling_it"
30188,"I adapted healthier eatings habits over the past month.","food","yes","no","36","USA","f","married","y","24h","all_day_im_still_feeling_it"
30203,"I was quite happy when I took a long weekend trip to the country with my partner.","vacation|romance","yes","yes","50","USA","f","single","n","24h","all_day_im_still_feeling_it"
30213,"It made me happy to find out that we are getting raises this year at work.","career","no","no","33","USA","f","married","n","24h","all_day_im_still_feeling_it"
30252,"I had a lovely time cooking a new meal with my partner.","food","yes","yes","33","USA","m","single","n","24h","at_least_one_hour"
30261,"My dog makes me happy everyday.","animals","no","no","48","USA","f","divorced","y","24h","all_day_im_still_feeling_it"
30263,"I made cookies with my grandson.","food","yes","yes","59","USA","m","married","y","24h","half_a_day"
30272,"A patient I have been treating for infertility for nearly a year emailed me last Saturday to tell me she is pregnant!","family","no","yes","38","USA","f","married","n","24h","all_day_im_still_feeling_it"
30273,"This past month, I celebrated my 31st birthday and had a wonderful party to celebrate with friends and family.","party|family","yes","yes","31","USA","f","married","y","24h","all_day_im_still_feeling_it"
30274,"My wife finally got a job that utilizes her degree.","career|family","no","yes","35","USA","m","married","n","24h","all_day_im_still_feeling_it"
30289,"I was very happy when my  husband and I had an entire day to ourselves to go explore downtown Dallas one Saturday.","family|romance","yes","yes","29","USA","f","married","n","24h","all_day_im_still_feeling_it"
30300,"I got to go to my son's cub scout meeting for the first time tonight.","family","yes","yes","43","USA","m","married","y","24h","all_day_im_still_feeling_it"
30301,"i was given a worthy increment in my salary for which i have been demanding for long.","career","yes","no","43","IND","m","married","y","24h","all_day_im_still_feeling_it"
30317,"Yesterday March 28th when I participated in a company competition and for the first time in 5 years I won a trip for 4 people to Miami","vacation","yes","no","38","VEN","m","married","y","24h","half_a_day"
30327,"It made me happy when I got on the scale and lost 6 pounds.","exercise","yes","no","37","USA","f","married","y","24h","all_day_im_still_feeling_it"
30332,"I was happy to see some friends while they were on vacation.","vacation","yes","no","31","USA","m","married","y","24h","all_day_im_still_feeling_it"
30340,"After many meetings, phones calls, and emails, I finally got my son accepted to an amazing private school for children with Autism!","education","no","yes","35","USA","f","single","y","24h","all_day_im_still_feeling_it"
30346,"Three weeks ago, I received my Certified Public Accountant license.","education|career","yes","no","26","USA","m","single","n","24h","all_day_im_still_feeling_it"
30351,"I was accepted for an Amazon Mechanical Turk survey that pays $50.","career","yes","no","62","USA","f","married","n","24h","all_day_im_still_feeling_it"
30356,"My son played his guitar with the band at church.","family|religion","no","yes","54.0","USA","f","married","y","24h","all_day_im_still_feeling_it"
30363,"I have been attending archery classes and it gives me utter happiness.","education","yes","no","36","USA","f","married","y","24h","all_day_im_still_feeling_it"
30371,"What made me happy was, going to the Saint Patrickas Day parade with my family and then the after party at the friendly sons of shillelagh.","family|party","yes","yes","45","USA","f","single","n","24h","all_day_im_still_feeling_it"
30375,"I got a new personal record in an Olympic weightlifting movement.","exercise","yes","no","32.0","USA","f","single","n","24h","at_least_one_hour"
30378,"It made me happy to receive a call from my brother, who is in another country that I had not heard in a long time, told me that he is very well and that I am going to be uncle.","family|conversation","no","yes","33","VEN","m","married","n","24h","all_day_im_still_feeling_it"
30403,"I started a romantic relationship with my best friend.","romance","yes","yes","27.0","USA","m","single","n","24h",NA
30430,"Recently I stood up for myself and addressed a work situation involving a co-worker who was passive-aggressive towards me for some time.","career","yes","yes","27","USA","m","single","n","24h","all_day_im_still_feeling_it"
30432,"One of my students hugged me at the end of a lesson and said ""When I grow up, I want to be you!""","education","yes","yes","35","USA","f","married","n","24h","all_day_im_still_feeling_it"
30460,"The day in tamilnadu, when all my students get gathered in a place in my city, and fought against all over the world, its truly exciting and proud moment in my life, am still very happy about the protesters, also till my death.","education","no","yes","26","IND","m","married","y","24h","all_day_im_still_feeling_it"
30462,"We got a new house and a car.","shopping","yes","no","44","USA","m","married","y","24h","all_day_im_still_feeling_it"
30483,"I hit a production goal at work.","career","yes","no","27","USA","m","single","n","24h","all_day_im_still_feeling_it"
30497,"The bakery had my favorite pastry.","food","no","no","37","USA","f","single","n","24h","a_few_moment"
30514,"My youngest son began to stand up holding on to an object.","family","no","yes","32","USA","f","married","y","24h","all_day_im_still_feeling_it"
30519,"When my poster was accepted to an academic conference.","education","no","no","23","USA","f","single","n","24h","half_a_day"
30542,"My sister engagement am happy to see happy forever she doing to marry that person whom she loved","romance|family","no","yes","27","IND","f","married","y","24h","half_a_day"
30559,"Last week, I took a day off and went on a three day weekend get away trip.","vacation","yes","no","30","USA","m","single","n","24h","half_a_day"
30577,"Some time spent petting and cuddling with my purring cat.","animals","yes","yes","49","USA","m","married","y","24h","a_few_moment"
30578,"My mother and sister flew across the country to visit me for a week","family|vacation","yes","yes","27","USA","f","single","n","24h","all_day_im_still_feeling_it"
30598,"I was happy when I was playing video games online with a friend living far away.","entertainment","yes","yes","28","USA","m","single","n","24h","half_a_day"
30604,"I visited my mother on her birthday and we took a long walk together.","family","yes","yes","50","USA","m","single","n","24h","half_a_day"
30629,"seeing my brother whom I have not seen for over a yer","family","yes","yes","60.0","USA","f","married","y","24h","all_day_im_still_feeling_it"
30646,"Watching my daughter perform at the choral arts festival.","family|entertainment","yes","yes","34","USA","f","separated","y","24h","at_least_one_hour"
30649,"I was made very happy when I was working with my students and they were able to create and play their own music in about an hour.","education","yes","yes","42","USA","f","married","y","24h","all_day_im_still_feeling_it"
30673,"I found out that I was promoted at work.","career","yes","no","25","USA","f","married","n","24h","all_day_im_still_feeling_it"
30681,"I became very happy when my boyfriend bought me a new car!","shopping","no","yes","34","USA","f","single","n","24h","all_day_im_still_feeling_it"
30686,"I recognized that a sick pet was getting better.","animals","yes","no","39","USA","f","married","y","24h","a_few_moment"
30688,"One moment that made me happy this past month was taking my family on an outing to drink and hit golf balls.","family|vacation","yes","yes","26","USA","f","single","n","24h","half_a_day"
30690,"On tuesday I got a surprise birthday present.","party","no","yes","27","USA","m","single","y","24h","half_a_day"
30697,"I was accepted to the Cell and Molecular Biology PhD program at the University of Pennsylvania.","education","no","no","22","USA","m","single","n","24h","half_a_day"
30703,"After a bad evaluation at work, my husband hugged me and told me not to worry; I'd find a new job.","career|family","no","yes","51","USA","f","married","n","24h","all_day_im_still_feeling_it"
30712,"I had a bad day at work, and after talking to my boyfriend about it, he surprised me by taking me out to my favorite restaurant.","food","yes","yes","23","USA","f","single","n","24h","at_least_one_hour"
30715,"My dog ran around all over the house, so excited to see me come home!","animals","no","no","29","USA","m","married","n","24h","a_few_moment"
30743,"My spouse got a promotion","career","no","yes","37.0","IND","m","married","y","24h","at_least_one_hour"
30753,"when my friends came over to celebrate my 30th birthday","party","yes","yes","29.0","USA","m","single","n","24h","half_a_day"
30762,"I was happy when my professor talked about new information in class.","conversation|education","yes","yes","22","USA","m","single","n","24h","a_few_moment"
30764,"I won a contest at my job for top sales.","career","yes","no","36","USA","m","single","n","24h","all_day_im_still_feeling_it"
30775,"I increased my monthly earning on Mturk.","career","yes","no","23","IND","m","single","n","24h","at_least_one_hour"
30778,"I have been running a lot more","exercise","yes","no","25","USA","m","single","n","24h","all_day_im_still_feeling_it"
30792,"Finding out my lost keys were picked up and returned to the store for me to pick up.","food","no","no","30","USA","m","married","y","24h","at_least_one_hour"
30793,"Helping my friends move into their amazing new house and seeing their smiling faces made me happy","family","yes","yes","28","USA","m","single","n","24h","all_day_im_still_feeling_it"
30794,"go to hotel,park,beach,cinema so enjoyed in the birthday celebration","party|vacation","yes","no","25","IND","m","single","n","24h","all_day_im_still_feeling_it"
30825,"My daughter just wants to give my baby daughter kisses and cuddles all the time.","family","no","yes","30","USA","f","married","y","24h","at_least_one_hour"
30836,"I left my ex girlfriend and the bad relationship I was in.","romance","yes","yes","28","USA","m","single","n","24h","all_day_im_still_feeling_it"
30838,"I went to the vet recently and they were finally able to tell me what was causing my dog's excessive itching.","animals","yes","yes","34","USA","m","single","n","24h","half_a_day"
30839,"I place in the top 8 of my local card shop and got a good prize.","shopping","yes","no","28","USA","m","single","n","24h","half_a_day"
30840,"I found a great deal on two new fishing poles with open bail reels, two for thirty dollars!","shopping","yes","no","44","USA","m","separated","n","24h","half_a_day"
30842,"Watching my younger child aged 3 performing in a dance competition for the first time.","entertainment|family","yes","yes","38","IND","m","married","y","24h","all_day_im_still_feeling_it"
30845,"I found out I was going to florida for vacation.","vacation","yes","no","27","USA","m","single","n","24h","all_day_im_still_feeling_it"
30868,"I was happy when I bought Sniper Elite 4 mid-February.","shopping","yes","no","22","USA","m","single","n","24h","half_a_day"
30876,"My husband wanting to take me on a date for our upcoming wedding anniversary made me so happy.","romance|family","no","yes","38","USA","f","married","y","24h","all_day_im_still_feeling_it"
30879,"My dad gifted me a wrist watch.","family","no","yes","27","IND","m","single","n","24h","a_few_moment"
30884,"I went to a pool party and my friends liked the girl I brought.","romance|party","yes","yes","26","USA","m","single","n","24h","all_day_im_still_feeling_it"
30895,"I booked by ticket to go to Iceland with my best friend for June.","vacation","yes","yes","26","USA","f","single","n","24h","all_day_im_still_feeling_it"
30902,"Something that made me happy in the past month was when my dog greeted me today when I got home.","animals","yes","no","22","USA","f","single","n","24h","at_least_one_hour"
30904,"My manager inform me that I got promotion in my job.","career","yes","yes","30","IND","m","single","n","24h","all_day_im_still_feeling_it"
30911,"I purchased a new 4x4 Jeep to take on the Elk Hunt.","shopping","yes","no","45","USA","m","married","y","24h","all_day_im_still_feeling_it"
30917,"I was told I did an amazing job at work and was highly valued.","career","yes","no","39","USA","f","divorced","n","24h","half_a_day"
30919,"My husband give me a stylish watch.","family","yes","yes","40","IND","f","married","y","24h","at_least_one_hour"
30951,"Having a date with my crush","romance","yes","yes","22","SGP","m","single","n","24h","all_day_im_still_feeling_it"
30955,"I visited with a old friend, that I have not seen in years.","education","yes","yes","41","USA","m","married","y","24h","all_day_im_still_feeling_it"
30957,"I was happy this month thinking about how I could entertain my friends by sending them funny Snapchat photos.","entertainment","yes","yes","43","USA","m","married","n","24h","a_few_moment"
30958,"I bought some new hand sanitizers that smell really good.","shopping","yes","no","24","USA","f","single","n","24h","half_a_day"
30959,"I went a journey with my friends one week ago.","vacation","yes","yes","28","IND","m","single","n","24h","all_day_im_still_feeling_it"
30966,"I am happy that I made new friends on a web forum that I frequent, and they have accepted me as one of their own.","technology","yes","yes","43","USA","m","married","y","24h","all_day_im_still_feeling_it"
30972,"My result came and I scored distinction","education","yes","no","23","IND","m","single","n","24h","all_day_im_still_feeling_it"
30978,"I met up with some friends for a birthday party and saw some I hadn't seen in awhile.","party","yes","yes","44","USA","m","single","n","24h","half_a_day"
30979,"I got a bonus at my job that I have been working at for six years.","education|career","yes","no","26","USA","m","single","n","24h","all_day_im_still_feeling_it"
30982,"I SPEND MOST OF TIMES WITH MY FRIEND","entertainment","yes","yes","27","IND","f","single","n","24h","a_few_moment"
30984,"When I finally earned $10 on Mturk.","career","yes","no","34","USA","f","married","y","24h","all_day_im_still_feeling_it"
30992,"I finally received a copy of the video game Doom for the PC that I have been waiting for almost a week and got to finally play it.","entertainment","yes","no","24","USA","m","single","n","24h","all_day_im_still_feeling_it"
31006,"yesterday before i bought one iphone 7 it is very nice to use nice moment","shopping","yes","no","26.0","IND","m","single","y","24h","a_few_moment"
31034,"I stumbled upon a youtuber called Markiplier who's really funny and has a great personality.","entertainment","yes","yes","18","USA","f","single","n","24h","all_day_im_still_feeling_it"
31038,"When I was offered a promotion to move to Dallas and be the Terminal Manager.","career","yes","no","33","USA","m","single","y","24h","at_least_one_hour"
31040,"walked on rain with my friends for reaching home from my college.","weather","yes","yes","26","IND","m","married","y","24h","at_least_one_hour"
31041,"When someone told me that I had a good heart and that I was a helpful person.","conversation","yes","no","34","USA","f","married","n","24h","all_day_im_still_feeling_it"
31044,"I watched a movie that wanted to see since last 1 year but was not getting time for it.","entertainment","yes","no","32.0","IND","m","married","y","24h","half_a_day"
31051,"I visited my parents and spent time with them.","family|vacation","yes","yes","23","IND","m","single","n","24h","half_a_day"
31061,"My dogs made me happy","animals","yes","no","39","USA","f","married","n","24h","all_day_im_still_feeling_it"
31077,"My pet cat Dolly was confirmed to be pregnant which made me very happy since i was waiting for a long time for her to get pregnant.","animals","no","no","23","IND","m","single","n","24h","all_day_im_still_feeling_it"
31102,"Taking a long drive on a calm road with my family members who love me always.","family","yes","yes","22","IND","f","single","n","24h","half_a_day"
31103,"MY HAPPIEST MOMENT IN MY COLLEGE DAYS BECAUSE WEEKLY TWO OR THREE DAYS WE BUNK THE CLASS GO TO FILM BEACH ANY RESORT THIS MY HAPPIEST MOMENT.","education","yes","yes","38","IND","f","married","y","24h","at_least_one_hour"
31106,"Taking a long drive on a calm road with my family members who love me always.","family","yes","yes","25","IND","m","single","n","24h","half_a_day"
31107,"Taking a long drive on a calm road with my family members who love me always.","family","yes","yes","29","IND","f","married","n","24h","at_least_one_hour"
31108,"Taking a long drive on a calm road with my family members who love me always.","family","yes","yes","23","IND","f","single","n","24h","at_least_one_hour"
31110,"Taking a long drive on a calm road with my family members who love me always.","family","yes","yes","21","IND","f","single","n","24h","a_few_moment"
31111,"my happiest moment is my college day celebration and then i got a price to topper of the class.","education","yes","yes","25","IND","m","single","n","24h","all_day_im_still_feeling_it"
31119,"Taking a long drive on a calm road with my family members who love me always.","family","yes","yes","26","IND","f","married","y","24h","half_a_day"
31154,"Fifteen days ago my father give me a gift as bike this is a happiest moment for me.","family","no","yes","27","USA","m","married","y","24h","half_a_day"
31168,"I went for a walk with my doggie.","animals|exercise","yes","no","25","USA","m","single","n","24h","half_a_day"
31182,"Made a big breakfast of eggs bacon on a bagel that was very tasty.","food","yes","no","26","USA","m","married","n","24h","at_least_one_hour"
31190,"I was taking a walk on a warm day in March hand in hand with my boyfriend and we were just talking.","weather|exercise","yes","yes","51","USA","f","separated","y","24h","a_few_moment"
31196,"Knowing that I have job options if I would like to pursue them.","career","yes","no","34.0","USA","m","married","y","24h","all_day_im_still_feeling_it"
31209,"I got a free mattress due to a shipping error.","shopping","yes","no","28","USA","f","married","y","24h","half_a_day"
31212,"I was happy when I found out my nephew is coming to visit me for a week for Spring Break.","family|vacation","yes","yes","33","USA","f","married","n","24h","all_day_im_still_feeling_it"
31214,"I was made happy when I booked my wedding anniversary vacation for next month.","vacation|entertainment|romance","yes","no","41","USA","f","married","n","24h","half_a_day"
31215,"My son getting good grades","family|education","no","yes","30","USA","f","married","y","24h","all_day_im_still_feeling_it"
31240,"The meal I was making for the first time turned out successfully.","food","yes","no","25","USA","f","single","n","24h","at_least_one_hour"
31249,"Caught up on my favorite show (Bates Motel).","entertainment","yes","no","27","USA","f","single","n","24h","half_a_day"
31250,"I went to dinner to celebrate my wedding anniversary.","food","yes","no","60","USA","m","married","y","24h","half_a_day"
31253,"I successfully handmade, sewed, a beautiful tie-on, stuffed, embellished, chair cushion for my son's desk chair.","family","yes","yes","33","USA","f","married","y","24h","all_day_im_still_feeling_it"
31254,"I was given a treat for my insatllation as it was a long pending issue at the management end and finally worked out.","career","yes","no","28","IND","f","married","y","24h","half_a_day"
31256,"When my sister, whom I love but who could drive the Pope crazy, left after a week-and-a-half visit.","family|vacation","no","yes","48","USA","f","single","n","24h","all_day_im_still_feeling_it"
31280,"I bought a new car","shopping","yes","no","22","USA","m","single","n","24h","all_day_im_still_feeling_it"
31281,"It made me happy when my infant son used baby sign language for the first time.","family","no","yes","33.0","USA","f","married","y","24h","a_few_moment"
31298,"snuggling in bed with my daughter","family","yes","yes","41","USA","f","single","y","24h","at_least_one_hour"
31303,"I was happy that the sun is shining more and the birds are beginning to migrate back to the area for the Spring/Summer.","weather","no","no","49","USA","f","married","y","24h","all_day_im_still_feeling_it"
31319,"The togetherness of relatives who wish our child and also their blessings made me feel happy","family","yes","yes","45","IND","m","married","y","24h","at_least_one_hour"
31326,"Waking up this morning and seeing my son smile made me happy.","family","no","yes","37","USA","f","married","y","24h","all_day_im_still_feeling_it"
31346,"As I watched, my five year old son saw his little brother drop his Popsicle and then handed him his own and said ""that's ok, Ethan!""","family","no","yes","43","USA","m","married","y","24h","all_day_im_still_feeling_it"
31359,"A happy moment I had was when I saw my boyfriend after a whole week of not being able to see him because of school and work.","career","yes","yes","21","USA","f","single","n","24h","half_a_day"
31363,"I accepted a new job.","career","yes","no","30","USA","f","married","n","24h","all_day_im_still_feeling_it"
31381,"I purchased an AC last month, I thought of buying AC for the past year and just now had money to buy that and that moment made me feel more happy.","shopping","yes","no","30","IND","m","married","y","24h","all_day_im_still_feeling_it"
31397,"I bought a new car","shopping","yes","no","19","FRA","m","single","n","24h","half_a_day"
31402,"I bought a new remote control car and crashed it a bunch, and it was really funny.","shopping|entertainment|technology","yes","no","27.0","USA","m","single","n","24h",NA
31416,"I went to the beach for the first time in a long time.","vacation","yes","no","43","USA","f","married","y","24h","half_a_day"
31418,"My father send me a mobile phone...","family|technology","no","yes","30","IND","m","married","n","24h","all_day_im_still_feeling_it"
31435,"I went and saw my niece's play.","entertainment|family","yes","yes","36","USA","m","single","n","24h","half_a_day"
31463,"My spouse and I were singing along to the radio one night on the drive home.","entertainment|romance","yes","yes","57","USA","f","single","y","24h","all_day_im_still_feeling_it"
31464,"I was happy when I saw my dad retire a few weeks ago during his retirement party.","party|family","yes","yes","33","USA","m","divorced","n","24h","half_a_day"
31479,"I felt really happy when I received my laptop in the mail.","shopping","yes","no","23","USA","m","married","y","24h","all_day_im_still_feeling_it"
31482,"I went to a concert with friends.","party|vacation","yes","yes","27","USA","m","single","n","24h","half_a_day"
31486,"New job with new responsibilities.","career","yes","no","26","USA","m","married","y","24h","at_least_one_hour"
31490,"My son gave my awesome cuddles while we watched Sesame Street.","family","yes","yes","30","USA","f","married","y","24h","all_day_im_still_feeling_it"
31502,"I enjoyed going to work and helping others less fortunate, get their homes in order.","career","yes","yes","65","USA","f","married","y","24h","half_a_day"
31506,"My small booklet on Peritoneal Dialysis is now available in print form on Amazon.com as of last night.","technology","yes","no","57","USA","f","married","n","24h","half_a_day"
31510,"Taking my dog to her puppy class last Wednesday made me very happy.","animals|education","yes","no","26","USA","f","married","n","24h","at_least_one_hour"
31524,"I was happy seven days ago when I celebrated my youngest son tenth birthday and my oldest son 21 birthday.","party|family","yes","yes","41","USA","f","married","y","24h","all_day_im_still_feeling_it"
31530,"I reached a weight loss goal last week.","exercise","yes","no","46","USA","f","married","y","24h","all_day_im_still_feeling_it"
31532,"I spent time with my extended family.","family","yes","yes","43","USA","m","single","n","24h","all_day_im_still_feeling_it"
31533,"I had my first annual review in my job post college and it went really well, better than I had expected.","career|education","yes","no","23","USA","f","single","n","24h","all_day_im_still_feeling_it"
31538,"My mother sent me a gift card to my favorite clothing store for my birthday!","family|shopping","no","yes","24","USA","f","single","n","24h","all_day_im_still_feeling_it"
31543,"I am very happy that my youngest son who is an alcoholic had decided to try and stop drinking again for the fourth time in around 18 months.","family","no","yes","56","GBR","f","married","y","24h","all_day_im_still_feeling_it"
31546,"It made me happy when my kids finished their dinner without complaining","food|family","no","yes","34","USA","f","married","y","24h","at_least_one_hour"
31557,"I spent the day sharing my traditions and beliefs with like-minded community members alongside my son.","family|education","yes","yes","36","USA","f","married","y","24h","all_day_im_still_feeling_it"
31559,"My extended family came to visit for the weekends and we had a blast catching up.","family","yes","yes","32","USA","f","single","n","24h","all_day_im_still_feeling_it"
31577,"My friend surprised me and threw a birthday dinner with all my friends","party|food","no","yes","27","USA","f","single","n","24h","half_a_day"
31594,"Being able to attend the wedding of my best friend.","party","yes","yes","51","USA","f","single","n","24h","half_a_day"
31605,"Seeing my girlfriend for the day and taking the dog for a walk.","animals|romance","yes","yes","22","USA","m","single","n","24h","at_least_one_hour"
31610,"I was happy when my boyfriend came home after being out of state for a week.","romance","yes","yes","25","USA","f","single","n","24h","half_a_day"
31621,"My mother told me she had a gift for me.","family","no","yes","22","USA","m","married","n","24h","half_a_day"
31622,"I got a surprise visit from my brother and his wife last week.","family","no","yes","57","USA","m","single","n","24h","all_day_im_still_feeling_it"
31630,"Selecting my graduation ring.","education","yes","no","34","VEN","f","single","n","24h","at_least_one_hour"
31640,"When my mom gave me extra money today so I didn't have to ask my Dad.","family","no","yes","18","JAM","f","single","n","24h","a_few_moment"
31647,"I am currently trying to lose weight, and I have finally hit my weight loss goal.","exercise","yes","no","27","USA","f","married","n","24h","all_day_im_still_feeling_it"
31672,"My husband surprised me with my favorite treats.","family","no","yes","25","USA","f","married","n","24h","half_a_day"
31684,"I received a very favorable review and additional merit raise at work","career","no","no","31","USA","f","married","y","24h","half_a_day"
31691,"Someone told me I had a heart of gold.","conversation","yes","yes","46","USA","f","divorced","n","24h","half_a_day"
31700,"Shit chat with with my colleague during tea break and lunch time","food|conversation","yes","yes","28","IND","m","single","n","24h","a_few_moment"
31706,"My oldest son, after having a rough first few games in his first competitive baseball season, was one of two players on his team to score and he put the ball in play both times he was up to bat.","entertainment|family","no","yes","37","USA","f","married","y","24h","all_day_im_still_feeling_it"
31709,"I was happy when I got a raise at work.","career","no","no","28","USA","m","married","y","24h","half_a_day"
31711,"I got a promotion at work, which also came with a pay raise and a new job title.","career","yes","no","23","USA","f","single","n","24h","all_day_im_still_feeling_it"
31726,"Just yesterday after I showed my artwork to a professor, he said that it is ""wonderful, great idea"".","conversation","yes","yes","20","LTU","f","single","n","24h","all_day_im_still_feeling_it"
31730,"I was chosen for a different position that I applied for at my work and now enjoy it and make more money.","career","yes","yes","50","USA","f","divorced","y","24h","all_day_im_still_feeling_it"
31744,"I went on a movie date with my girlfriend to watch Beauty and the Beast a week ago.","romance|entertainment","yes","yes","34","USA","m","single","n","24h","half_a_day"
31772,"My exam results are good.","education","no","no","23","TUR","m","single","n","24h","all_day_im_still_feeling_it"
31773,"I bought a new desktop for myself to primarily play video games on.","entertainment|shopping|technology","yes","no","23","USA","m","single","n","24h","all_day_im_still_feeling_it"
31779,"getting a good grade on my finals","education","yes","no","23","USA","m","single","n","24h","all_day_im_still_feeling_it"
31784,"What made me happy was buying myself a new pair of shoes.","shopping","yes","no","26","USA","f","married","y","24h","half_a_day"
31791,"When I got home for the weekend and saw my kids playing together, they are young so it was nice to see.","family","no","yes","30","USA","m","married","y","24h","a_few_moment"
31805,"I surprised my wife with a letter on our 13th month of marriage.","romance|family","yes","yes","26","USA","m","married","n","24h","at_least_one_hour"
31808,"The Greek men's soccer team almost beat Belgium in a World Cup qualifying match.","entertainment","no","yes","32","USA","m","single","n","24h","half_a_day"
31813,"An old friend reached out to me on social media, and we are now planning a visit with each other.","conversation","yes","yes","35","USA","f","married","n","24h","all_day_im_still_feeling_it"
31824,"My daughter has been singing a lot recently.","family","no","yes","30","USA","f","married","y","24h","at_least_one_hour"
31831,"I bought a new pair of shoes.","shopping","yes","no","20","USA","m","single","n","24h","a_few_moment"
31833,"Eating at some fancy buffet.","food","yes","no","29","PHL","m","single","n","24h","half_a_day"
31841,"I got a call from my best friend who was very angry with me for months.","conversation","no","yes","38","IND","m","married","y","24h","half_a_day"
31846,"I got a promotion at work.","career","yes","yes","25","USA","m","single","n","24h","all_day_im_still_feeling_it"
31855,"I purchased a lottery scratch off ticket and won $250 dollars.","shopping","yes","no","42.0","USA","f","single","y","24h","half_a_day"
31857,"I brought my dog to the dog park for the first time.","animals","yes","no","21","USA","f","single","n","24h","at_least_one_hour"
31873,"I met a really attractive woman at a local bar.","romance","yes","yes","33","USA","m","single","y","24h","all_day_im_still_feeling_it"
31878,"I bought my new motor cycle.","shopping","yes","no","27","IND","m","single","n","24h","half_a_day"
31886,"my mum recover fastly from severe cancer","family","no","yes","27","USA","f","single","n","24h","all_day_im_still_feeling_it"
31887,"My daughter treated me today to a full house cleaning.","family","no","yes","38.0","USA","f","married","y","24h","all_day_im_still_feeling_it"
31904,"I read a magazine that I really enjoyed.","entertainment","yes","no","42.0","USA","f","single","n","24h","half_a_day"
31905,"I m very happy when my boss ask to me that she promoted me in senior management.","career","no","yes","23","USA","m","married","y","24h","all_day_im_still_feeling_it"
31914,"My tomato plants sprouting made me happy.","food","no","no","35","USA","f","married","y","24h","all_day_im_still_feeling_it"
31922,"I was happy when I found out my job is expanding.","career","no","no","25","USA","f","married","n","24h","at_least_one_hour"
31924,"In these moments I am still happy after this week, to continue advancing in my projects and to enjoy next to my family of the life of a very healthy way.","family","yes","yes","30","VEN","f","separated","y","24h","all_day_im_still_feeling_it"
31928,"Going on a job interview for a place I really want to work.","career","yes","no","32","USA","f","single","n","24h","at_least_one_hour"
