hmid,agency,social
4944,no,yes
4945,yes,yes
4946,yes,no
4947,yes,yes
4948,yes,no
4949,no,yes
4951,yes,no
4952,yes,no
4953,yes,no
4954,yes,yes
4955,yes,yes
4956,no,yes
4957,no,yes
4958,no,yes
4959,yes,yes
4965,no,yes
4966,no,yes
4967,yes,no
4968,yes,yes
4969,yes,yes
4970,yes,no
4971,yes,no
4972,no,no
4973,yes,no
4974,yes,yes
4975,yes,yes
4976,yes,no
4980,yes,yes
4981,yes,yes
4982,no,yes
4983,yes,yes
4984,no,no
4985,yes,no
4989,yes,yes
4990,no,yes
4991,yes,no
4995,yes,no
4996,no,yes
4997,no,yes
4998,yes,no
4999,yes,no
5000,yes,no
5002,yes,no
5004,yes,yes
5005,yes,yes
5006,no,yes
5007,no,yes
5008,yes,no
5009,yes,no
5013,yes,yes
5014,no,yes
5015,yes,no
5016,no,no
5017,yes,yes
5018,yes,no
5020,yes,yes
5022,no,yes
5023,yes,yes
5024,yes,no
5025,yes,no
5026,yes,no
5027,yes,no
5031,no,no
5032,yes,yes
5033,yes,no
5034,no,yes
5035,no,yes
5036,no,yes
5037,yes,yes
5038,yes,no
5039,yes,no
5040,yes,no
5041,no,yes
5042,yes,no
5043,no,yes
5044,yes,yes
5045,no,yes
5046,no,yes
5047,no,yes
5048,no,yes
5049,yes,no
5050,yes,no
5051,yes,no
5052,yes,yes
5053,no,yes
5054,yes,no
5055,no,yes
5056,no,no
5057,yes,yes
5058,no,yes
5059,yes,no
5060,yes,no
5061,yes,yes
5062,yes,no
5063,yes,yes
5064,yes,yes
5065,no,yes
5066,yes,yes
5073,yes,yes
5074,yes,yes
5075,yes,no
5081,no,yes
5082,yes,yes
5083,yes,no
5084,yes,no
5085,yes,yes
5086,yes,no
5087,yes,yes
5088,no,yes
5089,yes,yes
5090,yes,yes
5092,yes,yes
5093,yes,yes
5094,no,yes
5095,yes,yes
5096,yes,no
5097,no,yes
5098,yes,yes
5099,yes,yes
5100,yes,no
5101,yes,no
5102,yes,no
5106,yes,no
5107,yes,no
5108,yes,no
5109,no,yes
5110,no,yes
5111,no,yes
5112,no,yes
5113,yes,yes
5114,yes,no
5115,yes,yes
5116,yes,no
5117,yes,no
5118,yes,no
5119,yes,no
5120,yes,no
5121,yes,yes
5122,yes,no
5123,yes,no
5124,yes,yes
5125,yes,yes
5126,yes,yes
5127,yes,no
5128,yes,no
5129,yes,yes
5130,yes,no
5131,yes,no
5132,yes,no
5133,no,yes
5134,no,yes
5135,no,no
5136,yes,no
5137,yes,no
5138,yes,no
5139,yes,no
5140,yes,no
5141,yes,no
5142,yes,no
5143,yes,no
5144,yes,no
5145,no,yes
5146,yes,no
5147,yes,no
5148,no,yes
5149,no,yes
5150,no,no
5151,yes,yes
5152,yes,no
5153,yes,no
5154,yes,yes
5157,yes,yes
5158,no,yes
5159,no,yes
5160,yes,yes
5161,yes,yes
5162,no,no
5163,no,yes
5164,yes,no
5165,yes,no
5166,no,yes
5167,yes,no
5168,yes,no
5169,yes,no
5170,no,yes
5171,yes,yes
5172,yes,no
5173,yes,no
5174,yes,no
5175,yes,no
5176,yes,no
5177,no,yes
5178,yes,no
5179,yes,no
5180,yes,no
5184,yes,no
5185,yes,no
5186,yes,yes
5187,yes,no
5188,yes,yes
5189,yes,no
5193,yes,yes
5194,no,no
5196,yes,no
5197,no,yes
5198,yes,no
5199,yes,no
5200,no,yes
5201,yes,no
5202,no,yes
5203,no,yes
5204,yes,yes
5205,yes,yes
5206,yes,no
5207,yes,no
5208,yes,no
5209,yes,no
5210,yes,no
5211,yes,no
5212,yes,no
5213,yes,no
5214,yes,yes
5215,yes,no
5216,yes,no
5217,no,yes
5218,yes,yes
5219,no,yes
5220,yes,yes
5221,yes,no
5222,yes,no
5223,no,yes
5224,yes,no
5225,no,yes
5226,no,no
5227,yes,yes
5228,no,yes
5229,yes,yes
5230,yes,no
5231,yes,no
5232,no,yes
5233,yes,yes
5234,yes,no
5235,yes,no
5236,no,yes
5237,yes,no
5238,yes,yes
5239,no,no
5240,no,yes
5241,yes,no
5242,yes,yes
5243,no,yes
5244,yes,no
5245,no,yes
5246,yes,no
5247,yes,yes
5248,no,yes
5249,yes,no
5250,yes,no
5253,yes,no
5254,yes,no
5255,no,yes
5256,no,yes
5257,no,yes
5258,no,yes
5259,yes,no
5260,yes,no
5262,no,yes
5263,no,yes
5264,no,no
5265,yes,no
5266,yes,no
5267,no,yes
5268,yes,no
5269,no,no
5270,yes,no
5274,no,yes
5275,yes,no
5276,yes,yes
5277,yes,no
5278,yes,no
5279,yes,yes
5280,yes,no
5281,yes,no
5282,yes,no
5283,yes,yes
5285,yes,no
5287,yes,no
5288,yes,no
5289,yes,no
5290,yes,no
5291,no,yes
5292,yes,yes
5293,no,yes
5294,yes,yes
5295,yes,no
5296,yes,no
5297,yes,no
5298,yes,yes
5299,yes,yes
5300,yes,yes
5301,yes,no
5302,yes,no
5303,yes,no
5304,yes,no
5305,yes,no
5306,yes,yes
5307,yes,no
5308,no,yes
5309,yes,no
5310,no,yes
5312,no,yes
5313,yes,yes
5314,yes,no
5315,yes,yes
5316,yes,yes
5317,no,no
5318,yes,no
5319,yes,no
5320,yes,yes
5321,yes,no
5322,yes,no
5323,yes,yes
5324,no,yes
5325,yes,no
5326,no,yes
5327,yes,no
5328,yes,no
5329,yes,no
5330,yes,no
5331,yes,no
5332,yes,no
5333,no,yes
5334,yes,no
5335,no,no
5336,yes,no
5337,yes,no
5338,yes,no
5340,yes,no
5341,yes,yes
5342,yes,yes
5343,no,yes
5344,yes,no
5345,yes,no
5346,no,yes
5347,no,no
5348,no,yes
5349,yes,no
5350,yes,no
5351,yes,yes
5353,yes,no
5354,no,yes
5355,yes,no
5356,no,yes
5357,yes,no
5358,yes,no
5359,yes,no
5360,yes,no
5361,no,yes
5362,yes,no
5363,yes,no
5364,yes,yes
5365,no,yes
5366,yes,yes
5367,no,yes
5368,no,yes
5369,yes,yes
5370,yes,no
5371,yes,no
5372,yes,yes
5373,no,yes
5374,yes,yes
5375,yes,no
5376,no,yes
5377,yes,no
5378,yes,no
5379,yes,yes
5380,no,no
5381,yes,no
5382,yes,no
5383,yes,no
5384,yes,no
5385,yes,yes
5386,yes,no
5387,yes,no
5388,yes,no
5389,yes,no
5390,yes,no
5391,yes,no
5392,yes,yes
5393,yes,yes
5394,yes,yes
5395,no,yes
5396,yes,no
5397,no,yes
5398,no,yes
5399,yes,no
5400,yes,no
5401,yes,yes
5402,yes,no
5403,yes,no
5404,yes,no
5405,yes,no
5406,no,yes
5407,yes,no
5408,yes,no
5410,yes,no
5411,yes,yes
5412,yes,yes
5413,yes,yes
5414,yes,yes
5415,yes,no
5416,yes,no
5417,yes,yes
5418,yes,no
5419,yes,no
5420,yes,yes
5421,yes,no
5422,yes,yes
5423,yes,no
5424,yes,no
5425,yes,no
5426,yes,no
5427,yes,no
5428,yes,no
5429,yes,no
5430,yes,no
5431,yes,no
5432,yes,no
5433,yes,no
5434,yes,no
5435,yes,no
5436,yes,no
5438,yes,no
5439,yes,no
5440,yes,no
5441,yes,no
5442,no,no
5443,yes,no
5444,no,yes
5445,yes,no
5446,yes,no
5447,yes,no
5448,yes,no
5449,yes,no
5450,yes,no
5451,yes,yes
5452,yes,yes
5453,yes,yes
5454,yes,no
5455,yes,no
5456,yes,no
5457,yes,yes
5458,no,yes
5459,yes,yes
5460,yes,yes
5461,no,no
5462,no,yes
5463,no,no
5464,yes,no
5465,yes,yes
5466,yes,no
5467,yes,no
5468,yes,no
5470,no,yes
5471,yes,no
5472,yes,yes
5473,yes,yes
5474,yes,no
5475,no,yes
5476,no,yes
5477,no,yes
5478,yes,yes
5479,yes,no
5480,yes,no
5481,yes,yes
5482,yes,no
5483,yes,yes
5484,no,yes
5485,yes,yes
5486,yes,yes
5487,no,yes
5488,no,yes
5489,yes,no
5490,yes,no
5491,yes,no
5492,yes,no
5493,yes,yes
5496,yes,yes
5497,yes,no
5498,yes,no
5499,yes,no
5500,yes,no
5501,yes,no
5502,no,yes
5503,no,yes
5504,yes,no
5505,yes,no
5506,no,yes
5507,yes,yes
5508,yes,yes
5509,no,yes
5510,yes,yes
5511,yes,yes
5512,yes,no
5513,yes,yes
5514,yes,yes
5515,yes,yes
5516,yes,no
5517,yes,yes
5518,no,yes
5519,no,yes
5520,yes,yes
5521,yes,no
5522,yes,no
5523,yes,yes
5524,no,yes
5525,yes,no
5526,yes,no
5527,yes,yes
5528,no,no
5529,yes,no
5530,yes,no
5531,yes,no
5532,no,yes
5533,yes,no
5534,yes,no
5535,yes,no
5536,yes,no
5537,yes,no
5538,yes,yes
5539,yes,yes
5540,yes,no
5541,no,no
5542,no,yes
5543,no,yes
5544,yes,yes
5545,yes,no
5546,yes,no
5547,yes,yes
5548,yes,yes
5549,yes,no
5550,yes,no
5551,yes,no
5552,yes,no
5553,no,yes
5554,no,yes
5555,yes,yes
5556,no,no
5557,yes,yes
5558,yes,no
5559,yes,yes
5560,yes,no
5561,yes,yes
5562,yes,yes
5563,no,yes
5564,no,yes
5565,no,yes
5567,yes,no
5568,yes,yes
5569,no,yes
5570,no,yes
5571,yes,no
5572,yes,yes
5574,yes,no
5575,yes,no
5576,yes,no
5577,no,no
5578,yes,no
5579,no,yes
5580,no,no
5581,yes,no
5582,yes,yes
5583,yes,yes
5584,yes,no
5585,no,yes
5586,yes,yes
5587,yes,no
5588,yes,no
5589,no,yes
5590,no,yes
5591,no,yes
5592,yes,no
5593,no,yes
5594,yes,no
5595,yes,no
5596,yes,no
5597,yes,yes
5598,yes,yes
5599,no,yes
5600,yes,no
5601,yes,no
5602,yes,no
5603,yes,no
5604,yes,yes
5605,yes,no
5606,yes,no
5610,yes,no
5611,no,yes
5612,yes,no
5613,yes,no
5614,yes,yes
5615,no,yes
5616,yes,yes
5617,yes,no
5618,yes,yes
5619,yes,no
5620,yes,no
5621,yes,no
5623,yes,no
5624,yes,no
5625,yes,no
5626,no,yes
5627,no,yes
5628,yes,yes
5629,yes,yes
5630,yes,no
5631,yes,no
5632,yes,no
5633,no,yes
5634,yes,no
5635,yes,no
5636,yes,no
5638,yes,no
5639,yes,no
5640,yes,yes
5641,yes,no
5642,yes,yes
5643,yes,no
5644,yes,no
5645,yes,no
5646,no,yes
5647,yes,no
5648,yes,no
5649,yes,yes
5650,yes,no
5651,yes,no
5652,yes,no
5653,no,yes
5654,yes,yes
5658,yes,no
5659,no,yes
5660,no,yes
5662,yes,yes
5663,yes,yes
5664,yes,no
5665,yes,no
5666,yes,no
5667,no,yes
5668,yes,no
5669,yes,no
5670,yes,no
5671,yes,no
5672,yes,yes
5673,yes,yes
5674,yes,no
5675,yes,yes
5676,yes,no
5677,yes,yes
5678,no,yes
5679,yes,yes
5680,yes,yes
5681,yes,yes
5682,no,yes
5683,yes,no
5684,no,yes
5685,yes,yes
5686,yes,no
5687,yes,no
5688,yes,no
5689,yes,no
5690,yes,yes
5691,yes,no
5692,yes,no
5693,yes,yes
5694,yes,yes
5695,yes,no
5696,no,yes
5697,yes,no
5698,yes,no
5699,yes,no
5700,yes,no
5701,yes,yes
5702,yes,no
5703,yes,no
5704,yes,yes
5705,yes,yes
5707,yes,no
5709,yes,yes
5710,yes,no
5711,yes,no
5712,yes,no
5713,yes,no
5714,yes,no
5718,yes,no
5719,yes,no
5720,yes,no
5722,yes,no
5723,yes,no
5724,yes,no
5725,yes,no
5726,yes,no
5727,yes,no
5728,yes,no
5729,yes,yes
5730,yes,no
5731,no,yes
5732,no,no
5733,yes,yes
5734,yes,yes
5735,yes,no
5737,yes,no
5738,yes,no
5739,yes,no
5740,no,no
5741,yes,no
5742,yes,yes
5743,yes,no
5744,yes,no
5745,yes,yes
5746,yes,no
5747,yes,no
5748,no,yes
5749,yes,yes
5750,yes,no
5751,no,yes
5752,yes,yes
5753,yes,no
5754,yes,yes
5755,no,yes
5756,yes,no
5757,yes,no
5758,yes,no
5759,yes,no
5760,no,yes
5761,yes,no
5762,yes,no
5763,yes,yes
5764,yes,no
5765,yes,no
5766,yes,yes
5767,yes,no
5768,yes,no
5769,no,yes
5770,yes,yes
5771,yes,no
5772,yes,no
5773,yes,no
5774,yes,no
5775,yes,no
5776,no,no
5777,yes,no
5778,no,yes
5779,yes,yes
5780,yes,no
5781,no,yes
5782,yes,yes
5783,yes,no
5784,yes,yes
5785,yes,yes
5786,no,yes
5787,no,yes
5788,no,yes
5789,yes,yes
5790,yes,yes
5791,yes,no
5792,yes,no
5793,yes,yes
5794,yes,no
5795,yes,no
5796,yes,no
5797,yes,yes
5798,yes,yes
5799,no,yes
5800,no,yes
5801,no,yes
5802,yes,no
5803,yes,yes
5804,no,yes
5805,yes,yes
5806,no,yes
5807,yes,no
5808,no,yes
5809,yes,yes
5810,yes,yes
5811,yes,no
5812,yes,no
5814,yes,yes
5815,yes,yes
5816,yes,yes
5817,yes,no
5818,yes,yes
5819,yes,no
5820,no,yes
5821,no,yes
5822,yes,no
5823,yes,yes
5824,no,yes
5825,no,yes
5826,no,yes
5827,yes,no
5828,yes,yes
5829,yes,yes
5830,yes,yes
5831,yes,yes
5833,yes,no
5834,yes,no
5835,no,no
5836,yes,no
5838,yes,yes
5839,no,yes
5840,yes,no
5841,no,no
5842,no,yes
5843,no,yes
5844,yes,yes
5845,yes,yes
5846,yes,no
5847,no,yes
5848,no,yes
5849,yes,no
5850,yes,yes
5851,yes,yes
5852,yes,no
5853,yes,no
5854,no,yes
5855,yes,yes
5856,no,yes
5857,no,yes
5858,no,yes
5859,yes,no
5860,yes,no
5861,yes,yes
5864,yes,yes
5865,yes,no
5866,yes,yes
5867,yes,no
5868,yes,yes
5869,yes,yes
5870,yes,no
5871,no,yes
5872,yes,yes
5873,no,yes
5874,no,yes
5875,no,yes
5876,yes,no
5877,yes,no
5878,yes,yes
5879,yes,no
5880,yes,yes
5881,yes,yes
5882,yes,no
5883,yes,no
5884,yes,yes
5885,yes,yes
5886,yes,no
5887,yes,no
5888,yes,yes
5889,no,yes
5890,yes,yes
5891,yes,yes
5892,yes,yes
5893,yes,no
5894,yes,no
5895,yes,yes
5896,no,no
5897,no,yes
5898,yes,no
5899,no,yes
5900,no,yes
5902,yes,no
5903,yes,no
5904,yes,yes
5905,yes,yes
5906,yes,no
5907,yes,no
5909,yes,no
5910,yes,yes
5911,yes,yes
5912,yes,yes
5913,yes,no
5914,yes,yes
5915,yes,no
5916,yes,yes
5917,yes,yes
5918,no,yes
5919,yes,no
5920,yes,yes
5921,yes,yes
5922,no,no
5923,yes,yes
5924,yes,yes
5925,yes,yes
5926,yes,no
5927,yes,no
5928,yes,no
5929,no,yes
5930,yes,no
5931,no,no
5932,yes,yes
5933,no,yes
5934,yes,no
5935,no,yes
5936,yes,no
5937,yes,no
5938,no,no
5939,yes,no
5940,no,yes
5941,no,no
5942,yes,no
5943,yes,no
5944,yes,no
5945,yes,no
5946,yes,no
5947,yes,no
5948,yes,no
5949,yes,no
5950,yes,yes
5951,yes,no
5952,yes,yes
5953,yes,no
5954,yes,yes
5955,no,yes
5956,yes,no
5957,no,no
5958,no,yes
5959,yes,no
5960,yes,no
5961,no,yes
5962,yes,no
5963,no,yes
5964,no,yes
5965,no,yes
5966,no,yes
5967,yes,yes
5968,yes,no
5969,yes,no
5970,no,yes
5971,no,yes
5972,no,no
5973,no,yes
5974,yes,no
5975,yes,no
5976,yes,yes
5977,no,no
5978,no,yes
5979,yes,yes
5980,yes,yes
5981,no,yes
5982,yes,no
5983,yes,yes
5984,yes,no
5985,yes,no
5986,yes,no
5987,yes,no
5988,yes,no
5989,yes,no
5990,yes,yes
5991,yes,no
5992,yes,no
5993,yes,yes
5994,no,yes
5995,yes,no
5996,yes,no
5997,no,yes
5998,yes,yes
5999,no,yes
6000,yes,no
6001,yes,no
6002,yes,yes
6003,no,yes
6004,no,yes
6005,yes,no
6006,yes,no
6007,yes,yes
6008,yes,no
6009,no,yes
6010,yes,no
6011,no,yes
6012,yes,no
6013,yes,yes
6014,yes,no
6015,yes,yes
6016,yes,no
6017,yes,yes
6018,yes,yes
6019,yes,no
6020,no,no
6021,yes,yes
6022,yes,yes
6023,yes,no
6024,yes,no
6025,no,yes
6026,no,yes
6027,yes,no
6028,yes,no
6029,yes,no
6030,yes,yes
6031,yes,yes
6032,yes,yes
6033,no,yes
6034,yes,no
6035,yes,yes
6036,yes,no
6037,yes,yes
6038,no,yes
6039,yes,no
6040,yes,yes
6041,yes,yes
6042,no,yes
6043,yes,no
6044,yes,no
6045,yes,no
6046,yes,no
6047,yes,yes
6048,yes,no
6049,yes,no
6050,yes,no
6051,no,yes
6052,yes,yes
6053,no,yes
6054,no,yes
6055,no,yes
6056,yes,yes
6057,no,yes
6058,no,no
6059,yes,no
6060,yes,yes
6061,yes,yes
6062,no,yes
6066,yes,no
6067,yes,no
6068,no,no
6069,yes,yes
6070,yes,no
6071,yes,no
6072,yes,no
6073,no,yes
6074,no,yes
6075,yes,yes
6076,yes,no
6077,yes,yes
6078,yes,no
6079,no,yes
6080,yes,yes
6081,yes,yes
6082,no,no
6083,yes,yes
6084,yes,yes
6085,yes,yes
6086,yes,yes
6087,yes,yes
6088,yes,yes
6089,yes,yes
6090,no,yes
6091,yes,yes
6092,yes,no
6093,yes,yes
6094,yes,yes
6095,yes,no
6096,yes,yes
6097,yes,no
6098,yes,no
6099,no,yes
6100,yes,no
6101,yes,no
6102,no,yes
6103,yes,yes
6104,yes,yes
6105,no,yes
6106,no,yes
6107,yes,no
6108,yes,no
6109,yes,no
6110,yes,no
6111,yes,no
6112,yes,no
6113,yes,no
6114,yes,no
6115,yes,no
6116,yes,no
6117,yes,no
6118,no,yes
6119,yes,yes
6120,no,no
6121,no,yes
6122,no,no
6123,yes,yes
6124,yes,no
6125,no,yes
6126,yes,yes
6127,yes,yes
6128,yes,no
6129,yes,yes
6130,yes,no
6131,yes,no
6132,no,no
6133,yes,no
6134,yes,no
6135,yes,yes
6136,yes,no
6137,yes,no
6138,no,yes
6139,no,no
6140,no,yes
6141,yes,no
6142,yes,yes
6143,yes,no
6144,no,no
6145,yes,yes
6146,yes,no
6147,no,yes
6148,yes,yes
6149,yes,yes
6150,yes,no
6151,yes,no
6152,yes,no
6153,yes,yes
6154,yes,no
6155,yes,yes
6156,yes,no
6157,yes,no
6158,yes,yes
6159,yes,no
6160,yes,yes
6161,yes,no
6162,yes,no
6163,yes,no
6164,yes,no
6165,yes,no
6166,yes,no
6167,yes,no
6168,yes,yes
6169,yes,no
6170,yes,no
6171,yes,no
6172,yes,yes
6173,yes,yes
6174,yes,no
6175,yes,yes
6176,yes,no
6177,no,yes
6178,yes,no
6179,yes,no
6180,no,yes
6181,no,yes
6182,yes,yes
6183,yes,no
6184,yes,yes
6185,yes,no
6186,no,yes
6187,no,yes
6188,no,yes
6189,no,yes
6190,no,no
6191,yes,no
6192,yes,no
6193,yes,no
6194,yes,no
6195,no,yes
6196,yes,yes
6197,yes,no
6198,yes,no
6199,yes,yes
6200,yes,yes
6201,yes,no
6202,yes,no
6203,yes,no
6205,yes,no
6206,yes,no
6207,yes,no
6208,no,yes
6209,yes,yes
6210,yes,yes
6211,yes,yes
6212,yes,yes
6214,yes,yes
6215,yes,yes
6216,yes,no
6217,no,yes
6218,yes,yes
6219,no,yes
6220,yes,yes
6221,yes,no
6222,no,yes
6223,yes,no
6224,yes,no
6225,yes,no
6226,yes,yes
6227,yes,no
6228,yes,no
6229,yes,yes
6230,yes,yes
6231,yes,yes
6232,yes,no
6233,yes,no
6234,no,yes
6235,yes,no
6236,yes,no
6237,yes,no
6238,yes,yes
6239,yes,yes
6240,yes,no
6241,yes,yes
6242,yes,no
6243,yes,yes
6244,yes,yes
6245,no,no
6246,yes,yes
6247,yes,no
6248,yes,no
6249,yes,no
6250,yes,no
6251,yes,yes
6252,yes,yes
6253,yes,no
6254,yes,no
6255,yes,yes
6256,yes,no
6257,yes,yes
6258,yes,no
6259,yes,yes
6260,yes,no
6261,yes,no
6262,yes,no
6263,yes,no
6264,no,yes
6265,yes,yes
6266,yes,no
6269,yes,no
6270,yes,no
6272,yes,no
6273,yes,no
6274,yes,no
6275,yes,no
6276,yes,yes
6277,no,yes
6278,yes,no
6279,no,yes
6280,no,yes
6281,yes,no
6282,yes,yes
6283,yes,yes
6284,yes,no
6286,yes,no
6287,yes,no
6288,yes,yes
6289,yes,yes
6290,yes,yes
6291,no,no
6292,no,yes
6293,no,yes
6294,yes,no
6295,yes,no
6296,yes,yes
6297,yes,no
6298,yes,no
6299,yes,no
6300,yes,no
6301,yes,no
6302,yes,no
6306,yes,no
6307,yes,no
6308,yes,yes
6309,yes,yes
6310,yes,yes
6311,yes,no
6312,yes,yes
6313,yes,no
6314,yes,no
6315,yes,yes
6316,no,yes
6317,no,yes
6318,yes,yes
6319,no,no
6320,no,yes
6321,yes,yes
6322,no,yes
6323,yes,no
6324,yes,yes
6325,yes,yes
6326,yes,yes
6327,yes,no
6328,no,no
6329,no,yes
6330,no,yes
6331,no,yes
6332,no,yes
6333,yes,yes
6334,yes,yes
6335,yes,no
6336,yes,no
6337,yes,no
6338,no,no
6339,yes,no
6340,yes,yes
6341,no,yes
6342,yes,no
6343,yes,no
6344,yes,no
6346,yes,no
6347,yes,no
6348,yes,yes
6349,yes,no
6350,yes,no
6351,no,yes
6352,yes,no
6353,yes,no
6354,yes,yes
6355,yes,yes
6356,yes,yes
6357,no,yes
6358,no,yes
6359,yes,no
6360,yes,yes
6361,no,yes
6362,no,yes
6363,no,yes
6364,yes,no
6365,yes,no
6366,no,yes
6367,yes,yes
6368,yes,no
6369,yes,no
6370,yes,yes
6372,no,yes
6373,no,yes
6374,no,yes
6375,yes,yes
6376,yes,yes
6377,yes,yes
6378,yes,no
6379,yes,no
6380,yes,no
6382,yes,no
6383,yes,yes
6384,no,yes
6385,yes,no
6386,yes,no
6387,no,yes
6388,yes,no
6389,no,yes
6390,no,yes
6395,yes,no
6396,yes,yes
6398,yes,yes
6400,yes,no
6401,yes,no
6403,no,yes
6405,yes,no
6406,yes,yes
6407,yes,no
6408,no,yes
6409,yes,yes
6410,yes,no
6411,yes,no
6412,no,yes
6413,yes,no
6414,no,yes
6415,yes,yes
6416,yes,no
6417,yes,no
6418,yes,no
6420,yes,yes
6421,yes,no
6422,yes,no
6423,yes,yes
6424,yes,no
6425,yes,yes
6426,yes,no
6427,no,yes
6428,yes,no
6429,yes,no
6430,yes,yes
6431,yes,yes
6432,yes,no
6433,yes,no
6434,yes,yes
6435,no,yes
6436,no,no
6437,no,yes
6438,no,yes
6439,no,yes
6440,yes,no
6441,yes,no
6442,no,yes
6443,yes,no
6444,yes,no
6445,yes,yes
6446,yes,yes
6447,yes,no
6448,yes,no
6449,no,yes
6451,no,no
6452,yes,no
6453,yes,no
6454,yes,yes
6455,yes,no
6456,no,yes
6457,no,no
6458,no,yes
6459,no,yes
6460,no,yes
6461,yes,yes
6462,yes,no
6463,yes,no
6464,yes,no
6465,yes,yes
6466,yes,yes
6467,yes,yes
6470,yes,no
6471,yes,no
6472,yes,no
6473,yes,no
6474,yes,no
6475,yes,no
6476,yes,yes
6477,yes,yes
6478,yes,no
6479,yes,no
6480,no,yes
6481,yes,no
6482,no,yes
6483,yes,no
6484,yes,no
6485,yes,no
6486,no,yes
6487,yes,no
6488,yes,no
6489,yes,yes
6490,yes,yes
6491,yes,no
6492,yes,yes
6493,yes,yes
6494,yes,no
6495,yes,yes
6496,yes,yes
6497,yes,yes
6498,no,no
6499,yes,no
6500,yes,yes
6501,yes,no
6502,yes,yes
6503,yes,yes
6504,yes,no
6505,yes,no
6506,no,yes
6507,no,yes
6508,no,yes
6509,no,yes
6510,yes,yes
6511,yes,no
6512,yes,no
6513,yes,yes
6514,no,yes
6515,yes,no
6516,yes,no
6517,no,yes
6518,no,yes
6519,no,yes
6520,yes,no
6521,yes,no
6522,yes,yes
6523,no,no
6524,yes,no
6525,yes,yes
6526,yes,no
6527,no,no
6528,yes,no
6529,yes,no
6530,yes,no
6531,no,no
6532,yes,yes
6533,yes,yes
6534,yes,yes
6535,yes,no
6536,yes,no
6537,no,yes
6538,yes,yes
6539,yes,no
6540,yes,no
6541,yes,yes
6542,yes,no
6543,yes,yes
6544,no,yes
6546,yes,yes
6547,yes,no
6548,no,no
6549,no,yes
6550,yes,no
6551,no,yes
6552,yes,no
6553,yes,no
6554,yes,yes
6557,yes,no
6558,yes,yes
6559,yes,no
6560,yes,yes
6561,yes,yes
6562,yes,no
6563,yes,no
6564,yes,yes
6565,yes,no
6566,yes,yes
6567,no,yes
6568,no,yes
6569,yes,yes
6570,yes,no
6571,yes,no
6573,no,yes
6574,yes,no
6575,yes,no
6576,no,yes
6577,yes,yes
6578,no,yes
6579,no,yes
6580,yes,yes
6581,no,yes
6583,yes,yes
6585,no,yes
6586,yes,no
6587,yes,yes
6588,yes,no
6589,yes,no
6590,yes,yes
6591,no,yes
6592,yes,no
6593,no,yes
6594,yes,no
6595,yes,yes
6596,yes,yes
6597,yes,yes
6598,yes,yes
6599,yes,no
6601,yes,no
6602,yes,no
6603,yes,yes
6604,yes,no
6605,yes,no
6606,yes,no
6607,yes,no
6608,no,yes
6609,yes,no
6610,yes,no
6611,no,no
6612,yes,no
6613,no,no
6614,yes,no
6615,yes,no
6616,no,yes
6617,yes,yes
6618,no,yes
6619,yes,yes
6620,yes,no
6621,no,yes
6622,no,yes
6623,yes,no
6624,no,yes
6625,yes,no
6626,yes,no
6628,no,yes
6629,no,yes
6630,no,yes
6631,no,yes
6632,no,yes
6633,yes,no
6634,yes,no
6635,no,yes
6636,yes,no
6637,yes,yes
6638,yes,yes
6639,yes,yes
6640,no,yes
6641,yes,no
6642,yes,yes
6643,no,yes
6645,yes,no
6646,yes,yes
6647,yes,no
6651,no,yes
6652,yes,no
6657,yes,yes
6658,yes,yes
6659,yes,yes
6660,yes,yes
6661,yes,yes
6662,no,yes
6663,yes,yes
6664,yes,no
6665,yes,yes
6666,no,yes
6667,yes,no
6668,yes,no
6669,yes,yes
6670,yes,yes
6671,yes,yes
6672,yes,yes
6673,no,yes
6674,no,yes
6675,yes,no
6677,yes,no
6678,no,yes
6679,no,yes
6680,no,yes
6681,yes,yes
6682,yes,no
6683,yes,no
6684,yes,yes
6685,yes,yes
6686,yes,no
6687,yes,no
6688,yes,no
6689,yes,no
6690,yes,no
6691,no,yes
6692,yes,no
6693,no,no
6694,yes,yes
6695,yes,no
6696,yes,no
6697,no,no
6698,yes,no
6699,yes,no
6700,yes,no
6701,yes,no
6702,yes,yes
6703,yes,no
6704,yes,no
6705,yes,yes
6706,no,yes
6707,yes,no
6709,no,yes
6711,yes,yes
6712,no,yes
6713,no,yes
6714,yes,no
6715,yes,no
6716,yes,no
6717,yes,yes
6718,yes,yes
6719,yes,yes
6720,yes,yes
6722,yes,no
6723,no,yes
6724,no,yes
6725,yes,no
6726,no,yes
6727,no,yes
6728,no,yes
6729,yes,no
6730,yes,yes
6731,no,yes
6732,yes,yes
6733,yes,no
6734,yes,no
6735,yes,yes
6736,yes,no
6737,yes,no
6738,yes,no
6739,no,yes
6741,yes,no
6742,no,yes
6743,yes,no
6744,yes,no
6745,yes,yes
6746,yes,no
6747,yes,no
6748,yes,yes
6749,no,yes
6750,no,yes
6751,yes,no
6752,no,yes
6753,yes,yes
6754,yes,no
6755,yes,no
6756,yes,yes
6757,no,yes
6758,yes,yes
6759,yes,yes
6760,no,yes
6761,no,yes
6762,no,yes
6763,no,yes
6764,yes,no
6765,yes,no
6766,yes,no
6767,no,yes
6768,yes,no
6769,yes,no
6770,yes,no
6771,no,no
6772,yes,no
6773,yes,no
6774,yes,no
6775,yes,yes
6776,yes,yes
6777,yes,no
6778,yes,no
6779,yes,no
